116.15000153,220.77999878,5.42220020,0,109,145,31.000000,255.000000,117.000000,221.000000
115.04000092,220.91000366,5.18739986,0,106,148,28.000000,255.000000,116.000000,221.000000
115.12000275,220.78999329,5.35729980,0,108,146,28.000000,255.000000,116.000000,221.000000
116.29000092,220.25999451,5.60239983,0,111,143,32.000000,255.000000,117.000000,221.000000
115.80999756,220.52000427,6.01719999,0,116,138,31.000000,255.000000,116.000000,221.000000
115.93000031,220.78999329,6.10729980,0,117,137,32.000000,255.000000,116.000000,221.000000
114.66000366,220.97999573,5.58500004,0,111,143,27.000000,255.000000,115.000000,221.000000
115.88999939,220.97000122,5.86730003,0,114,140,30.000000,255.000000,116.000000,221.000000
114.44000244,223.58000183,3.39100003,0,85,169,26.000000,255.000000,115.000000,224.000000
114.83999634,223.33000183,3.88100004,0,91,163,28.000000,255.000000,115.000000,224.000000
115.01999664,223.27000427,4.66919994,0,100,154,32.000000,255.000000,116.000000,224.000000
114.98000336,223.38999939,6.30119991,0,119,135,38.000000,255.000000,115.000000,224.000000
115.47000122,223.05999756,6.36940002,0,120,134,39.000000,255.000000,116.000000,224.000000
115.59999847,223.03999329,7.41919994,0,133,121,43.000000,255.000000,116.000000,224.000000
115.45999908,223.25000000,9.08930016,0,152,102,50.000000,255.000000,116.000000,224.000000
115.37000275,223.41999817,10.62940025,0,171,83,56.000000,255.000000,116.000000,224.000000
115.76999664,223.16000366,11.03929996,0,175,79,58.000000,255.000000,116.000000,224.000000
116.16999817,222.89999390,11.60330009,0,182,72,59.000000,255.000000,117.000000,223.000000
115.90000153,223.22000122,13.36940002,0,203,51,68.000000,255.000000,116.000000,224.000000
116.26999664,222.99000549,13.98340034,0,210,44,69.000000,255.000000,117.000000,223.000000
116.37000275,222.99000549,15.03339958,0,223,31,74.000000,255.000000,117.000000,223.000000
116.38999939,223.05000305,15.88939953,0,233,21,79.000000,255.000000,117.000000,224.000000
116.34999847,222.92999268,16.51339912,0,240,14,80.000000,255.000000,117.000000,223.000000
116.30000305,222.88999939,15.45339966,0,228,26,75.000000,255.000000,117.000000,223.000000
116.26000214,222.85000610,14.36330032,0,215,39,71.000000,255.000000,117.000000,223.000000
116.05999756,222.94000244,13.64330006,0,206,48,68.000000,255.000000,117.000000,223.000000
115.54000092,223.30000305,13.46920013,0,204,50,68.000000,255.000000,116.000000,224.000000
116.12999725,222.72000122,11.09319973,0,176,78,58.000000,255.000000,117.000000,223.000000
115.58000183,223.11000061,10.97920036,0,174,80,58.000000,255.000000,116.000000,224.000000
115.30000305,223.27000427,10.39920044,0,168,86,56.000000,255.000000,116.000000,224.000000
115.44000244,223.05999756,8.83930016,0,149,105,49.000000,255.000000,116.000000,224.000000
115.58999634,222.85000610,7.90089989,0,138,116,43.000000,255.000000,116.000000,223.000000
115.48999786,222.85000610,6.89090014,0,126,128,38.000000,255.000000,116.000000,223.000000
115.02999878,223.16000366,6.07929993,0,116,138,38.000000,255.000000,116.000000,224.000000
115.05999756,223.05000305,4.75930023,0,101,153,32.000000,255.000000,116.000000,224.000000
114.63999939,223.33000183,4.62099981,0,99,155,31.000000,255.000000,115.000000,224.000000
114.63999939,223.24000549,3.34100008,0,84,170,26.000000,255.000000,115.000000,224.000000
114.70999908,221.22000122,4.92430019,0,103,151,26.000000,255.000000,115.000000,222.000000
114.80000305,221.22999573,6.09420013,0,117,137,32.000000,255.000000,115.000000,222.000000
114.40000153,221.66999817,8.37419987,0,144,110,41.000000,255.000000,115.000000,222.000000
114.76000214,221.44999695,8.90429974,0,150,104,43.000000,255.000000,115.000000,222.000000
115.23999786,221.13000488,8.61400032,0,147,107,44.000000,255.000000,116.000000,222.000000
115.23000336,221.38999939,12.60400009,0,194,60,60.000000,255.000000,116.000000,222.000000
114.88999939,221.17999268,9.12419987,0,153,101,44.000000,255.000000,115.000000,222.000000
114.30000305,221.35000610,5.45429993,0,109,145,29.000000,255.000000,115.000000,222.000000
114.56999969,223.57000732,3.53119993,0,86,168,26.000000,255.000000,115.000000,224.000000
114.83000183,223.47999573,4.71110010,0,100,154,32.000000,255.000000,115.000000,224.000000
115.01999664,223.47000122,6.04930019,0,116,138,38.000000,255.000000,116.000000,224.000000
115.51000214,223.16000366,6.28929996,0,119,135,38.000000,255.000000,116.000000,224.000000
115.65000153,223.19000244,7.94920015,0,139,115,45.000000,255.000000,116.000000,224.000000
115.51999664,223.47999573,10.71920013,0,171,83,56.000000,255.000000,116.000000,224.000000
115.97000122,223.22000122,11.12940025,0,177,77,59.000000,255.000000,116.000000,224.000000
115.94999695,223.39999390,13.42920017,0,204,50,68.000000,255.000000,116.000000,224.000000
116.33999634,223.19000244,13.83940029,0,209,45,71.000000,255.000000,117.000000,224.000000
116.33000183,222.83999634,16.86330032,0,245,9,81.000000,255.000000,117.000000,223.000000
116.08000183,222.91000366,15.69330025,0,231,23,77.000000,255.000000,117.000000,223.000000
116.05000305,222.77999878,13.63329983,0,206,48,68.000000,255.000000,117.000000,223.000000
115.61000061,223.03999329,13.07929993,0,200,54,66.000000,255.000000,116.000000,224.000000
115.63999939,222.83999634,11.34090042,0,179,75,56.000000,255.000000,116.000000,223.000000
115.16999817,223.13000488,10.41919994,0,168,86,56.000000,255.000000,116.000000,224.000000
115.05000305,223.08000183,8.68920040,0,148,106,48.000000,255.000000,116.000000,224.000000
115.59999847,222.53999329,7.03079987,0,128,126,39.000000,255.000000,116.000000,223.000000
115.48999786,222.47999573,5.21099997,0,106,148,32.000000,255.000000,116.000000,223.000000
114.91999817,222.86999512,5.75610018,0,112,142,32.000000,255.000000,115.000000,223.000000
114.63999939,222.97000122,4.65630007,0,100,154,28.000000,255.000000,115.000000,223.000000
114.73999786,221.64999390,5.02409983,0,104,150,27.000000,255.000000,115.000000,222.000000
115.04000092,221.52000427,5.48390007,0,109,145,31.000000,255.000000,116.000000,222.000000
115.05000305,221.67999268,7.68380022,0,136,118,40.000000,255.000000,116.000000,222.000000
115.43000031,221.47000122,8.34399986,0,143,111,43.000000,255.000000,116.000000,222.000000
115.55000305,221.69999695,12.36400032,0,191,63,59.000000,255.000000,116.000000,222.000000
115.87000275,221.55000305,13.28390026,0,202,52,63.000000,255.000000,116.000000,222.000000
116.29000092,221.30999756,13.34589958,0,203,51,65.000000,255.000000,117.000000,222.000000
115.16999817,221.13000488,8.55389977,0,146,108,44.000000,255.000000,116.000000,222.000000
114.79000092,221.33999634,8.48410034,0,145,109,41.000000,255.000000,115.000000,222.000000
114.65000153,221.07000732,4.95429993,0,103,151,26.000000,255.000000,115.000000,222.000000
115.01000214,221.05000305,4.36399984,0,96,158,26.000000,255.000000,116.000000,222.000000
114.48999786,221.30999756,4.95429993,0,103,151,26.000000,255.000000,115.000000,222.000000
114.45999908,222.36000061,5.25610018,0,106,148,30.000000,255.000000,115.000000,223.000000
