185.00000000,295.95999146,22.72680092,59,255,0,186.000000,255.000000,186.000000,296.000000
184.69999695,296.52999878,22.24379921,53,255,0,186.000000,255.000000,185.000000,297.000000
185.11000061,296.32000732,22.69079971,59,255,0,188.000000,255.000000,186.000000,297.000000
185.07000732,296.42001343,22.80060005,60,255,0,188.000000,255.000000,186.000000,297.000000
184.75000000,296.61999512,22.15399933,52,255,0,186.000000,255.000000,185.000000,297.000000
184.82000732,296.69000244,22.70400047,59,255,0,189.000000,255.000000,185.000000,297.000000
185.00999451,296.04998779,22.31060028,54,255,0,186.000000,255.000000,186.000000,297.000000
184.99000549,296.57998657,27.93400002,121,255,0,210.000000,255.000000,185.000000,297.000000
185.17999268,296.08999634,22.36070061,55,255,0,186.000000,255.000000,186.000000,297.000000
184.69999695,296.30999756,22.69400024,59,255,0,189.000000,255.000000,185.000000,297.000000
185.11999512,296.27999878,28.16069984,124,255,0,210.000000,255.000000,186.000000,297.000000
185.14999390,296.66000366,23.05060005,63,255,0,189.000000,255.000000,186.000000,297.000000
184.64999390,298.26000977,22.43110085,56,255,0,188.000000,255.000000,185.000000,299.000000
185.05000305,298.13000488,22.26420021,53,255,0,186.000000,255.000000,186.000000,299.000000
185.11000061,297.48001099,29.47859955,139,255,0,216.000000,255.000000,186.000000,298.000000
185.13999939,298.04000854,22.12409973,52,255,0,186.000000,255.000000,186.000000,299.000000
187.36000061,294.11999512,24.72839928,83,255,0,193.000000,255.000000,188.000000,295.000000
186.91000366,294.39001465,24.49990082,80,255,0,192.000000,255.000000,187.000000,295.000000
187.10000610,294.50000000,25.04850006,86,255,0,194.000000,255.000000,188.000000,295.000000
186.78999329,294.36999512,35.98989868,216,255,0,238.000000,255.000000,187.000000,295.000000
186.66999817,294.51000977,24.00989914,74,255,0,189.000000,255.000000,187.000000,295.000000
187.14999390,294.19000244,24.60860062,81,255,0,192.000000,255.000000,188.000000,295.000000
187.07000732,294.35000610,32.13859940,171,255,0,223.000000,255.000000,188.000000,295.000000
187.11000061,294.20999146,24.74850082,83,255,0,193.000000,255.000000,188.000000,295.000000
187.30999756,294.52999878,36.04850006,217,255,0,239.000000,255.000000,188.000000,295.000000
187.19999695,294.67001343,24.77849960,83,255,0,193.000000,255.000000,188.000000,295.000000
187.32000732,294.67001343,32.52849960,175,255,0,225.000000,255.000000,188.000000,295.000000
186.44000244,294.67999268,24.24990082,77,255,0,190.000000,255.000000,187.000000,295.000000
185.89999390,294.70001221,23.56800079,69,255,0,187.000000,255.000000,186.000000,295.000000
186.58999634,294.61999512,32.18980026,171,255,0,223.000000,255.000000,187.000000,295.000000
187.02000427,294.70001221,35.98849869,216,255,0,239.000000,255.000000,188.000000,295.000000
187.69999695,294.35998535,24.92860031,85,255,0,194.000000,255.000000,188.000000,295.000000
187.63999939,293.97000122,24.08329964,75,255,0,190.000000,255.000000,188.000000,294.000000
187.55000305,294.07998657,32.18859863,171,255,0,223.000000,255.000000,188.000000,295.000000
187.50000000,294.42999268,35.98849869,216,255,0,239.000000,255.000000,188.000000,295.000000
187.67999268,294.51998901,42.36859894,255,217,0,255.000000,244.000000,188.000000,295.000000
187.69000244,294.13000488,32.23849869,171,255,0,224.000000,255.000000,188.000000,295.000000
187.80999756,294.61999512,36.48849869,222,255,0,241.000000,255.000000,188.000000,295.000000
187.61999512,294.67001343,24.16860008,76,255,0,191.000000,255.000000,188.000000,295.000000
187.52999878,294.70001221,32.39860153,174,255,0,224.000000,255.000000,188.000000,295.000000
187.52000427,294.70999146,36.46839905,222,255,0,241.000000,255.000000,188.000000,295.000000
185.89999390,297.25000000,22.87859917,61,255,0,189.000000,255.000000,186.000000,298.000000
186.16999817,297.14001465,23.95789909,74,255,0,193.000000,255.000000,187.000000,298.000000
186.64999390,296.85000610,24.33079910,78,255,0,194.000000,255.000000,187.000000,297.000000
