195.53999329,314.20001221,10.90260029,0,174,80,145.000000,255.000000,196.000000,315.000000
195.63000488,314.54000854,10.92259979,0,174,80,145.000000,255.000000,196.000000,315.000000
197.77000427,311.48999023,14.13479996,0,212,42,153.000000,255.000000,198.000000,312.000000
198.05999756,311.57998657,11.97309971,0,186,68,144.000000,255.000000,199.000000,312.000000
197.99000549,311.54998779,13.98460007,0,210,44,152.000000,255.000000,198.000000,312.000000
198.36000061,312.76000977,14.90629959,0,222,32,158.000000,255.000000,199.000000,313.000000
197.52999878,312.95999146,10.13160038,0,165,89,139.000000,255.000000,198.000000,313.000000
197.71000671,311.67999268,13.88479996,0,209,45,152.000000,255.000000,198.000000,312.000000
196.30000305,313.07998657,10.33600044,0,167,87,142.000000,255.000000,197.000000,314.000000
197.30000305,312.79000854,9.05150032,0,152,102,134.000000,255.000000,198.000000,313.000000
197.66999817,312.55999756,9.64159966,0,159,95,136.000000,255.000000,198.000000,313.000000
198.27000427,312.30999756,9.14630032,0,153,101,135.000000,255.000000,199.000000,313.000000
197.82000732,312.16000366,13.25150013,0,201,53,151.000000,255.000000,198.000000,313.000000
198.24000549,312.10000610,13.04650021,0,199,55,151.000000,255.000000,199.000000,313.000000
197.75000000,312.32000732,13.25150013,0,201,53,151.000000,255.000000,198.000000,313.000000
198.24000549,312.45001221,9.21640015,0,154,100,135.000000,255.000000,199.000000,313.000000
197.69000244,312.67999268,9.67160034,0,159,95,136.000000,255.000000,198.000000,313.000000
197.35000610,312.89001465,9.18159962,0,154,100,135.000000,255.000000,198.000000,313.000000
196.42999268,313.14999390,10.34599972,0,167,87,142.000000,255.000000,197.000000,314.000000
198.33999634,312.70001221,14.01640034,0,210,44,154.000000,255.000000,199.000000,313.000000
198.00000000,311.72000122,13.87300014,0,209,45,151.000000,255.000000,199.000000,312.000000
197.55000305,312.07000732,13.22169971,0,201,53,151.000000,255.000000,198.000000,313.000000
196.52999878,313.00000000,13.76599979,0,207,47,157.000000,255.000000,197.000000,314.000000
196.99000549,312.10998535,8.55819988,0,146,108,132.000000,255.000000,197.000000,313.000000
196.33000183,312.86999512,11.14830017,0,177,77,143.000000,255.000000,197.000000,313.000000
197.33000183,311.82000732,13.88479996,0,209,45,152.000000,255.000000,198.000000,312.000000
197.08999634,312.32000732,8.64159966,0,147,107,133.000000,255.000000,198.000000,313.000000
197.53999329,311.70001221,13.85470009,0,209,45,152.000000,255.000000,198.000000,312.000000
197.58999634,312.04000854,8.80150032,0,149,105,133.000000,255.000000,198.000000,313.000000
198.08999634,311.82000732,8.69309998,0,148,106,130.000000,255.000000,199.000000,312.000000
198.36999512,312.10000610,11.61649990,0,182,72,145.000000,255.000000,199.000000,313.000000
197.86000061,312.25000000,13.35159969,0,203,51,151.000000,255.000000,198.000000,313.000000
197.36999512,312.52999878,13.18159962,0,201,53,151.000000,255.000000,198.000000,313.000000
197.39999390,312.79000854,9.69169998,0,160,94,136.000000,255.000000,198.000000,313.000000
196.91000366,313.08999634,8.46619987,0,145,109,135.000000,255.000000,197.000000,314.000000
196.97999573,313.14001465,14.72589970,0,219,35,160.000000,255.000000,197.000000,314.000000
197.47999573,312.85998535,15.56149960,0,229,25,160.000000,255.000000,198.000000,313.000000
197.99000549,312.73001099,13.62160015,0,206,48,153.000000,255.000000,198.000000,313.000000
198.05000305,312.80999756,13.58650017,0,206,48,153.000000,255.000000,199.000000,313.000000
197.80999756,313.01998901,14.57050037,0,217,37,160.000000,255.000000,198.000000,314.000000
197.52999878,312.92999268,15.71170044,0,231,23,161.000000,255.000000,198.000000,313.000000
197.88000488,312.70001221,14.69169998,0,219,35,157.000000,255.000000,198.000000,313.000000
198.24000549,312.48001099,13.62650013,0,206,48,153.000000,255.000000,199.000000,313.000000
