//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Intensity,Classification
440423.81998779,4463990.86000244,6.26999998,13,255,0,6.000000,25.000000,373351.906250,13.000000,1.000000
440424.22999146,4463991.58000366,7.25000000,56,255,0,6.000000,21.000000,373352.406250,24.000000,1.000000
440425.49999573,4463991.39000122,5.07000017,0,217,37,5.000000,11.000000,373306.937500,63.000000,1.000000
440425.54999878,4463988.21000092,5.32999992,0,228,26,6.000000,13.000000,373351.812500,11.000000,1.000000
440424.68999817,4463988.25000183,5.13000011,0,219,35,6.000000,25.000000,373352.093750,11.000000,1.000000
440426.10999634,4463988.75000183,5.57000017,0,238,16,6.000000,7.000000,373352.593750,12.000000,1.000000
440424.58999207,4463988.17000000,5.21000004,0,223,31,6.000000,19.000000,373352.812500,18.000000,1.000000
440425.65999939,4463988.80999939,5.11000013,0,219,35,6.000000,19.000000,373353.000000,12.000000,1.000000
440425.49999573,4463989.12999908,5.57999992,0,239,15,6.000000,17.000000,373353.187500,19.000000,1.000000
440425.85999634,4463992.30999939,7.36000013,60,255,0,6.000000,14.000000,373353.406250,17.000000,1.000000
440424.42998840,4463991.22000305,7.32000017,59,255,0,6.000000,20.000000,373354.187500,15.000000,1.000000
440422.88000061,4463989.43999664,5.01999998,0,215,39,6.000000,3.000000,373352.406250,6.000000,1.000000
440424.27000000,4463990.36999695,6.23000002,11,255,0,6.000000,18.000000,373354.406250,5.000000,1.000000
440424.24000122,4463989.60000031,5.84999990,0,250,4,5.000000,29.000000,373306.656250,56.000000,1.000000
440423.47999146,4463991.51999847,6.75000000,34,255,0,5.000000,5.000000,373308.750000,63.000000,1.000000
440422.78998901,4463989.83000366,5.28999996,0,226,28,6.000000,29.000000,373351.312500,9.000000,1.000000
440423.52000000,4463990.86000244,5.80999994,0,249,5,6.000000,27.000000,373351.593750,15.000000,1.000000
440422.54999878,4463989.54000275,4.61999989,0,198,56,6.000000,21.000000,373352.093750,9.000000,1.000000
440424.05999329,4463990.00000183,6.05999994,4,255,0,6.000000,5.000000,373352.406250,22.000000,1.000000
440423.02000000,4463990.79999725,5.80000019,0,248,6,6.000000,12.000000,373353.093750,7.000000,1.000000
440423.33999207,4463990.51999847,6.00000000,2,255,0,6.000000,24.000000,373353.593750,9.000000,1.000000
440423.79999878,4463991.18999664,7.26000023,56,255,0,6.000000,2.000000,373354.312500,5.000000,1.000000
440423.69999268,4463990.90999786,6.11000013,6,255,0,6.000000,0.000000,373354.500000,18.000000,1.000000
440427.05999329,4463990.40000336,6.86999989,39,255,0,6.000000,23.000000,373352.812500,21.000000,1.000000
440424.93999817,4463991.69999878,6.21000004,11,255,0,5.000000,30.000000,373309.750000,63.000000,1.000000
440424.30999329,4463988.75999634,5.23000002,0,224,30,6.000000,30.000000,373353.187500,14.000000,1.000000
440424.63000061,4463991.19999878,7.23999977,55,255,0,6.000000,10.000000,373353.593750,10.000000,1.000000
440425.65999939,4463989.68000214,5.51999998,0,236,18,6.000000,4.000000,373354.500000,13.000000,1.000000
440424.94999268,4463990.72000305,7.03999996,47,255,0,5.000000,29.000000,373306.531250,57.000000,1.000000
440425.49000122,4463991.18000214,5.30000019,0,227,27,5.000000,27.000000,373306.937500,63.000000,1.000000
440425.42998840,4463991.26999847,5.13000011,0,219,35,5.000000,25.000000,373307.437500,63.000000,1.000000
440427.22999146,4463991.00000183,7.09999990,49,255,0,5.000000,5.000000,373307.937500,63.000000,1.000000
440425.24999573,4463989.94999878,6.26000023,13,255,0,5.000000,3.000000,373308.937500,63.000000,1.000000
440425.17998840,4463991.51999847,7.67000008,74,255,0,5.000000,1.000000,373309.343750,63.000000,1.000000
440426.16999390,4463992.07000153,7.57999992,70,255,0,5.000000,22.000000,373311.343750,63.000000,1.000000
440424.36999084,4463990.47999756,6.51000023,23,255,0,5.000000,4.000000,373312.250000,56.000000,1.000000
440424.32999756,4463990.08999817,6.07999992,5,255,0,6.000000,15.000000,373351.406250,13.000000,1.000000
440425.06998779,4463989.18000214,5.78999996,0,248,6,6.000000,15.000000,373351.500000,12.000000,1.000000
440424.60000183,4463990.87999908,6.17999983,9,255,0,6.000000,13.000000,373351.593750,13.000000,1.000000
440424.99000122,4463989.11000244,5.90000010,0,252,2,6.000000,13.000000,373351.687500,9.000000,1.000000
440426.77000000,4463989.33000366,6.42000008,20,255,0,6.000000,31.000000,373351.812500,12.000000,1.000000
440426.13000061,4463990.80999939,6.42000008,20,255,0,6.000000,29.000000,373351.906250,6.000000,1.000000
440426.57999756,4463989.75000183,6.57000017,26,255,0,6.000000,13.000000,373352.000000,12.000000,1.000000
440424.68999817,4463990.25000183,6.25000000,12,255,0,6.000000,23.000000,373352.312500,22.000000,1.000000
440425.65999939,4463989.36000244,5.42000008,0,232,22,6.000000,23.000000,373352.500000,13.000000,1.000000
440425.20998718,4463991.03000061,7.15000010,51,255,0,6.000000,5.000000,373352.593750,23.000000,1.000000
440425.38999512,4463988.61999695,5.19999981,0,222,32,6.000000,5.000000,373352.687500,15.000000,1.000000
440425.99999573,4463990.72999756,6.71999979,32,255,0,6.000000,5.000000,373352.812500,11.000000,1.000000
440424.80999329,4463990.61000244,6.80999994,36,255,0,6.000000,17.000000,373353.000000,22.000000,1.000000
440426.05999329,4463988.78000061,5.53999996,0,237,17,6.000000,3.000000,373353.093750,11.000000,1.000000
440424.60000183,4463990.43000214,6.26000023,13,255,0,6.000000,14.000000,373353.187500,16.000000,1.000000
440425.27000000,4463991.82000153,7.17999983,53,255,0,6.000000,30.000000,373353.312500,11.000000,1.000000
440426.69999268,4463990.68000214,6.53000021,24,255,0,6.000000,17.000000,373353.406250,15.000000,1.000000
440424.72999146,4463989.11000244,5.57000017,0,238,16,6.000000,12.000000,373353.500000,10.000000,1.000000
440425.27999451,4463991.43000214,7.13000011,50,255,0,6.000000,26.000000,373353.687500,15.000000,1.000000
440425.36999084,4463989.97999756,5.78999996,0,248,6,6.000000,26.000000,373353.812500,13.000000,1.000000
440425.45998718,4463988.46000092,5.25000000,0,225,29,6.000000,26.000000,373353.906250,8.000000,1.000000
440427.03998901,4463989.94999878,6.65999985,30,255,0,6.000000,10.000000,373354.093750,9.000000,1.000000
440426.38000061,4463990.10000031,6.53000021,24,255,0,6.000000,8.000000,373354.187500,9.000000,1.000000
440425.80999329,4463992.30999939,7.34999990,59,255,0,6.000000,4.000000,373354.406250,15.000000,1.000000
440424.95998718,4463988.43000214,5.48999977,0,235,19,6.000000,20.000000,373354.406250,12.000000,1.000000
440425.06998779,4463991.67000000,7.36999989,61,255,0,6.000000,2.000000,373354.500000,5.000000,1.000000
440426.49000122,4463990.47000305,6.57000017,26,255,0,6.000000,4.000000,373354.593750,9.000000,1.000000
440424.30999329,4463989.46000092,5.67999983,0,243,11,6.000000,16.000000,373354.687500,16.000000,1.000000
440424.56998779,4463988.79000275,5.30000019,0,227,27,6.000000,16.000000,373354.812500,15.000000,1.000000
440426.61999084,4463989.94999878,6.51999998,24,255,0,6.000000,2.000000,373354.906250,5.000000,1.000000
440425.45998718,4463991.01999847,4.76000023,0,204,50,6.000000,16.000000,373355.000000,8.000000,1.000000
440425.60999634,4463987.92000000,3.85999990,0,165,89,6.000000,20.000000,373354.593750,6.000000,1.000000
440424.66999390,4463991.78000061,7.17999983,53,255,0,6.000000,3.000000,373352.687500,22.000000,1.000000
440423.95998718,4463989.53000061,5.53000021,0,237,17,6.000000,18.000000,373354.406250,5.000000,1.000000
440425.96999695,4463988.23999969,6.19999981,10,255,0,5.000000,19.000000,373308.750000,63.000000,1.000000
440424.35000183,4463991.94999878,7.36000013,60,255,0,5.000000,24.000000,373311.250000,63.000000,1.000000
440425.08999207,4463988.15000336,5.61999989,0,240,14,5.000000,4.000000,373312.250000,54.000000,1.000000
440423.85000183,4463991.07000153,7.17999983,53,255,0,6.000000,31.000000,373351.312500,14.000000,1.000000
440424.71999695,4463992.11999695,7.50000000,66,255,0,6.000000,19.000000,373352.687500,15.000000,1.000000
440424.29999878,4463991.86999695,7.23000002,55,255,0,6.000000,14.000000,373353.093750,11.000000,1.000000
440425.40999939,4463989.69999878,5.65999985,0,242,12,6.000000,12.000000,373353.593750,10.000000,1.000000
440425.72999146,4463990.03000061,6.36000013,17,255,0,6.000000,10.000000,373353.906250,13.000000,1.000000
440423.20998718,4463990.89000122,6.17000008,9,255,0,6.000000,0.000000,373354.406250,18.000000,1.000000
440423.88000061,4463989.58000366,5.59999990,0,240,14,6.000000,31.000000,373351.312500,12.000000,1.000000
440423.93999817,4463990.54000275,6.09999990,6,255,0,6.000000,13.000000,373351.500000,13.000000,1.000000
440423.41999390,4463989.00000183,5.61999989,0,240,14,6.000000,27.000000,373351.593750,14.000000,1.000000
440422.88999512,4463991.33999817,6.57999992,26,255,0,6.000000,25.000000,373351.687500,13.000000,1.000000
440423.27999451,4463989.22000305,5.65999985,0,242,12,6.000000,25.000000,373351.812500,12.000000,1.000000
440423.16999390,4463990.86000244,6.11000013,6,255,0,6.000000,21.000000,373352.187500,17.000000,1.000000
440423.63999512,4463990.71000092,6.03999996,3,255,0,6.000000,5.000000,373352.312500,17.000000,1.000000
440424.08999207,4463990.79000275,6.28999996,14,255,0,6.000000,3.000000,373352.593750,14.000000,1.000000
440423.92998840,4463991.50999634,7.19999981,53,255,0,6.000000,17.000000,373352.812500,17.000000,1.000000
440423.89998962,4463989.25999634,5.69999981,0,244,10,6.000000,14.000000,373353.093750,20.000000,1.000000
440424.03998901,4463990.69999878,6.17999983,9,255,0,6.000000,24.000000,373353.687500,6.000000,1.000000
440423.66999390,4463990.79999725,6.07000017,5,255,0,6.000000,16.000000,373354.500000,18.000000,1.000000
440427.52999451,4463990.11999695,6.92999983,41,255,0,5.000000,29.000000,373306.031250,56.000000,1.000000
440425.49000122,4463991.61999695,7.32999992,59,255,0,5.000000,25.000000,373307.437500,63.000000,1.000000
440425.53998901,4463988.57000153,5.26000023,0,225,29,6.000000,29.000000,373351.812500,11.000000,1.000000
440425.88999512,4463990.39000122,6.78999996,35,255,0,6.000000,20.000000,373354.500000,14.000000,1.000000
440425.36999084,4463989.29000275,5.98000002,1,255,0,5.000000,29.000000,373306.437500,56.000000,1.000000
440425.43999817,4463991.25000183,5.32999992,0,228,26,5.000000,9.000000,373307.437500,63.000000,1.000000
440425.02999451,4463991.39000122,7.69999981,75,255,0,5.000000,8.000000,373311.156250,63.000000,1.000000
440424.56998779,4463990.35000031,6.21000004,11,255,0,6.000000,29.000000,373351.593750,13.000000,1.000000
440425.08999207,4463992.14000122,7.48999977,65,255,0,6.000000,13.000000,373351.687500,3.000000,1.000000
440424.52999451,4463991.97999756,7.25000000,56,255,0,6.000000,11.000000,373351.812500,22.000000,1.000000
440427.22999146,4463990.08000366,6.80999994,36,255,0,6.000000,15.000000,373351.906250,6.000000,1.000000
440425.38000061,4463990.92000000,6.65000010,29,255,0,6.000000,25.000000,373352.187500,13.000000,1.000000
440426.88000061,4463990.53000061,6.94000006,42,255,0,6.000000,9.000000,373352.500000,12.000000,1.000000
440426.71999695,4463990.37999908,6.51999998,24,255,0,6.000000,7.000000,373352.687500,21.000000,1.000000
440425.49999573,4463991.29000275,7.17000008,52,255,0,6.000000,3.000000,373352.906250,21.000000,1.000000
440425.99000122,4463991.29999725,7.09000015,49,255,0,6.000000,19.000000,373353.000000,21.000000,1.000000
440426.20998718,4463990.68000214,6.82999992,38,255,0,6.000000,1.000000,373353.312500,16.000000,1.000000
440425.33999207,4463988.96000092,5.28999996,0,226,28,6.000000,14.000000,373353.406250,14.000000,1.000000
440425.88999512,4463989.46000092,6.40999985,19,255,0,6.000000,30.000000,373353.500000,9.000000,1.000000
440426.46999695,4463989.79000275,6.59000015,27,255,0,6.000000,28.000000,373353.812500,10.000000,1.000000
440425.50999023,4463988.87999908,5.11999989,0,219,35,6.000000,26.000000,373353.906250,12.000000,1.000000
440426.29999878,4463990.08999817,6.46000004,21,255,0,6.000000,26.000000,373354.000000,13.000000,1.000000
440424.80999329,4463990.10000031,6.59000015,27,255,0,6.000000,6.000000,373354.093750,13.000000,1.000000
440425.35999634,4463990.22999756,6.55999994,26,255,0,6.000000,4.000000,373354.406250,14.000000,1.000000
440425.49000122,4463988.86000244,5.23000002,0,224,30,6.000000,20.000000,373354.500000,12.000000,1.000000
440425.49999573,4463989.73999969,5.57999992,0,239,15,6.000000,2.000000,373354.687500,4.000000,1.000000
440426.29999878,4463991.22000305,6.61000013,28,255,0,6.000000,2.000000,373354.812500,5.000000,1.000000
440425.56998779,4463990.23999969,6.57999992,26,255,0,6.000000,0.000000,373354.906250,16.000000,1.000000
440425.39998962,4463988.04999725,5.46999979,0,234,20,6.000000,16.000000,373355.000000,9.000000,1.000000
440426.52999451,4463991.00999634,6.84999990,38,255,0,6.000000,16.000000,373355.093750,17.000000,1.000000
440422.83999207,4463990.03000061,5.19000006,0,222,32,6.000000,25.000000,373351.687500,5.000000,1.000000
440423.36999084,4463990.76999847,6.01000023,2,255,0,6.000000,9.000000,373351.812500,13.000000,1.000000
440423.90999939,4463989.33999817,5.73999977,0,246,8,6.000000,3.000000,373352.593750,19.000000,1.000000
440423.43999817,4463990.93000214,5.88000011,0,252,2,6.000000,26.000000,373353.406250,9.000000,1.000000
440423.55999329,4463988.83999817,5.59000015,0,239,15,6.000000,10.000000,373353.500000,4.000000,1.000000
440424.22999146,4463989.40999786,5.50000000,0,235,19,6.000000,10.000000,373353.593750,4.000000,1.000000
440423.02999451,4463990.57000153,5.90000010,0,252,2,6.000000,18.000000,373354.187500,5.000000,1.000000
440423.92998840,4463990.97999756,6.44000006,20,255,0,5.000000,7.000000,373308.156250,63.000000,1.000000
440423.82999756,4463991.29999725,7.46999979,65,255,0,5.000000,8.000000,373311.343750,63.000000,1.000000
440424.16999390,4463990.36000244,6.57000017,26,255,0,5.000000,16.000000,373313.250000,63.000000,1.000000
440423.10000183,4463990.93999664,5.67999983,0,243,11,6.000000,15.000000,373351.093750,13.000000,1.000000
440423.27000000,4463991.21000092,6.61000013,28,255,0,6.000000,29.000000,373351.406250,9.000000,1.000000
440423.86999084,4463990.04000275,6.25000000,12,255,0,6.000000,11.000000,373351.687500,10.000000,1.000000
440423.40999939,4463991.32000153,6.80000019,36,255,0,6.000000,25.000000,373351.812500,6.000000,1.000000
440423.70998718,4463989.03000061,5.69000006,0,243,11,6.000000,9.000000,373351.906250,6.000000,1.000000
440424.21999695,4463988.90999786,5.32000017,0,228,26,6.000000,9.000000,373352.000000,11.000000,1.000000
440423.63999512,4463989.58000366,5.69999981,0,244,10,6.000000,7.000000,373352.093750,21.000000,1.000000
440423.10999634,4463989.97999756,5.38000011,0,230,24,6.000000,21.000000,373352.187500,10.000000,1.000000
440423.86999084,4463989.04999725,5.59000015,0,239,15,6.000000,3.000000,373352.593750,13.000000,1.000000
440423.08999207,4463989.93999664,5.42999983,0,232,22,6.000000,30.000000,373352.906250,15.000000,1.000000
440423.85000183,4463988.97999756,5.38999987,0,231,23,6.000000,14.000000,373353.093750,9.000000,1.000000
440422.70998718,4463990.04000275,5.15000010,0,220,34,6.000000,10.000000,373353.312500,9.000000,1.000000
440423.42998840,4463990.75000183,6.01999998,2,255,0,6.000000,26.000000,373353.406250,10.000000,1.000000
440423.56998779,4463988.96000092,5.53999996,0,237,17,6.000000,26.000000,373353.500000,13.000000,1.000000
440424.11999084,4463988.79999725,5.21999979,0,223,31,6.000000,26.000000,373353.593750,8.000000,1.000000
440423.58999207,4463990.36999695,6.05999994,4,255,0,6.000000,22.000000,373353.906250,21.000000,1.000000
440423.27000000,4463989.08000366,5.61999989,0,240,14,6.000000,22.000000,373353.906250,13.000000,1.000000
440423.93999817,4463989.21000092,5.69000006,0,243,11,6.000000,2.000000,373354.406250,5.000000,1.000000
440423.93999817,4463991.42000000,7.34999990,59,255,0,5.000000,15.000000,373306.343750,63.000000,1.000000
440423.91999390,4463990.57000153,6.36999989,17,255,0,5.000000,29.000000,373306.750000,57.000000,1.000000
440423.46999695,4463989.85000031,5.94999981,0,255,0,5.000000,29.000000,373306.843750,56.000000,1.000000
440424.15999939,4463989.25000183,5.84000015,0,250,4,5.000000,25.000000,373307.656250,63.000000,1.000000
