//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Classification
440495.13000061,4464182.97999756,8.14000034,94,255,0,2.000000,11.000000,373109.625000,1.000000
440495.10000183,4464182.80000488,8.22000027,97,255,0,2.000000,27.000000,373109.625000,1.000000
440497.54999878,4464182.33000366,8.76000023,120,255,0,2.000000,13.000000,373109.625000,1.000000
440495.35999634,4464184.50999634,8.77999973,121,255,0,2.000000,11.000000,373109.750000,1.000000
440495.36999084,4464183.06999390,7.80999994,80,255,0,2.000000,27.000000,373109.750000,1.000000
440495.55999329,4464184.61000244,8.63000011,115,255,0,2.000000,27.000000,373109.843750,1.000000
440498.07999756,4464183.75999634,8.76000023,120,255,0,2.000000,29.000000,373109.843750,1.000000
440495.50999023,4464183.18998901,8.18999958,96,255,0,2.000000,11.000000,373109.843750,1.000000
440497.86999084,4464181.24000732,8.76000023,120,255,0,2.000000,29.000000,373109.843750,1.000000
440496.27999451,4464184.03999512,8.34000015,102,255,0,2.000000,11.000000,373109.937500,1.000000
440498.75999023,4464183.02998535,8.64999962,115,255,0,2.000000,29.000000,373109.937500,1.000000
440498.71999695,4464182.74000732,8.76000023,120,255,0,2.000000,13.000000,373109.937500,1.000000
440498.69999268,4464182.53999512,8.76000023,120,255,0,2.000000,29.000000,373109.937500,1.000000
440497.02999451,4464184.22999756,8.86999989,125,255,0,2.000000,27.000000,373110.031250,1.000000
440499.52000000,4464181.68998901,8.51000023,109,255,0,2.000000,29.000000,373110.031250,1.000000
440497.68999817,4464184.00999634,8.82999992,123,255,0,2.000000,27.000000,373110.125000,1.000000
440500.04999878,4464179.05000488,8.21000004,97,255,0,2.000000,13.000000,373110.125000,1.000000
440498.47999146,4464182.40001099,8.89000034,126,255,0,2.000000,11.000000,373110.250000,1.000000
440500.93999817,4464180.50999634,8.82999992,123,255,0,2.000000,13.000000,373110.250000,1.000000
440500.91999390,4464180.31999390,8.89000034,126,255,0,2.000000,29.000000,373110.250000,1.000000
440495.56998779,4464177.03999512,7.57999992,70,255,0,2.000000,25.000000,373110.250000,1.000000
440500.72999146,4464176.59999268,8.52000046,110,255,0,2.000000,29.000000,373110.250000,1.000000
440496.72999146,4464184.43998901,7.86000013,82,255,0,2.000000,9.000000,373110.343750,1.000000
440499.11999084,4464182.62999146,8.27000046,99,255,0,2.000000,11.000000,373110.343750,1.000000
440501.17998840,4464175.46000854,8.57999992,112,255,0,2.000000,29.000000,373110.343750,1.000000
440496.74999573,4464184.69999878,7.76000023,77,255,0,2.000000,25.000000,373110.437500,1.000000
440496.70998718,4464184.44999878,7.94999981,85,255,0,2.000000,9.000000,373110.437500,1.000000
440496.67998840,4464184.27998535,8.10999966,92,255,0,2.000000,25.000000,373110.437500,1.000000
440496.63000061,4464184.06999390,8.42000008,106,255,0,2.000000,9.000000,373110.437500,1.000000
440496.55999329,4464183.40001099,8.84000015,124,255,0,2.000000,25.000000,373110.437500,1.000000
440499.10999634,4464182.59001343,8.19999981,96,255,0,2.000000,11.000000,373110.437500,1.000000
440499.00999023,4464182.02000610,8.65999985,116,255,0,2.000000,27.000000,373110.437500,1.000000
440501.21999695,4464176.53999512,8.63000011,115,255,0,2.000000,29.000000,373110.437500,1.000000
440497.02000000,4464184.02998535,8.48999977,109,255,0,2.000000,9.000000,373110.531250,1.000000
440499.43999817,4464181.89000122,8.48999977,109,255,0,2.000000,27.000000,373110.531250,1.000000
440499.27000000,4464179.86000244,8.47000027,108,255,0,2.000000,27.000000,373110.531250,1.000000
440499.27000000,4464179.19999878,8.03999996,89,255,0,2.000000,27.000000,373110.531250,1.000000
440494.63000061,4464183.71998779,7.76999998,78,255,0,2.000000,7.000000,373110.625000,1.000000
440499.35999634,4464178.94999878,8.18999958,96,255,0,2.000000,11.000000,373110.625000,1.000000
440499.24000122,4464178.62001221,8.81999969,123,255,0,2.000000,11.000000,373110.625000,1.000000
440501.60000183,4464174.96998779,8.89000034,126,255,0,2.000000,29.000000,373110.625000,1.000000
440494.90999939,4464183.99998657,7.73999977,77,255,0,2.000000,23.000000,373110.750000,1.000000
440494.88000061,4464183.69999878,7.80999994,80,255,0,2.000000,7.000000,373110.750000,1.000000
440497.28998901,4464182.84999268,8.73999977,119,255,0,2.000000,25.000000,373110.750000,1.000000
440497.92998840,4464181.33000366,8.67000008,116,255,0,2.000000,25.000000,373110.843750,1.000000
440496.39998962,4464183.44999878,8.81000042,122,255,0,2.000000,7.000000,373110.937500,1.000000
440498.85000183,4464182.40999023,8.77999973,121,255,0,2.000000,25.000000,373110.937500,1.000000
440501.27000000,4464180.56001465,8.69999981,118,255,0,2.000000,27.000000,373110.937500,1.000000
440501.06998779,4464178.21000854,8.81000042,122,255,0,2.000000,11.000000,373110.937500,1.000000
440500.96999695,4464176.59001343,8.72000027,118,255,0,2.000000,11.000000,373110.937500,1.000000
440497.35999634,4464183.19999878,8.68999958,117,255,0,2.000000,23.000000,373111.031250,1.000000
440497.35000183,4464182.77998535,8.15999985,94,255,0,2.000000,7.000000,373111.031250,1.000000
440497.30999329,4464182.72999756,8.73999977,119,255,0,2.000000,23.000000,373111.031250,1.000000
440499.58999207,4464179.22999756,8.35000038,103,255,0,2.000000,25.000000,373111.031250,1.000000
440495.95998718,4464184.09001343,7.82000017,80,255,0,2.000000,5.000000,373111.125000,1.000000
440495.15999939,4464176.12999146,8.32999992,102,255,0,2.000000,21.000000,373111.125000,1.000000
440495.10000183,4464175.37999146,7.71000004,75,255,0,2.000000,21.000000,373111.125000,1.000000
440495.06998779,4464175.06001465,7.69000006,74,255,0,2.000000,5.000000,373111.125000,1.000000
440496.31998779,4464184.11000244,8.39000034,104,255,0,2.000000,21.000000,373111.250000,1.000000
440498.72999146,4464182.99998657,8.68000031,117,255,0,2.000000,7.000000,373111.250000,1.000000
440498.70998718,4464182.83000366,8.78999996,121,255,0,2.000000,23.000000,373111.250000,1.000000
440498.67998840,4464182.52998535,8.82999992,123,255,0,2.000000,7.000000,373111.250000,1.000000
440498.65999939,4464182.31999390,8.81999969,123,255,0,2.000000,23.000000,373111.250000,1.000000
440501.04999878,4464180.43998901,8.78999996,121,255,0,2.000000,25.000000,373111.250000,1.000000
440496.93999817,4464184.62001221,7.94999981,85,255,0,2.000000,21.000000,373111.343750,1.000000
440496.90999939,4464184.37001221,8.17000008,95,255,0,2.000000,5.000000,373111.343750,1.000000
440496.77999451,4464183.21998779,8.77000046,121,255,0,2.000000,21.000000,373111.343750,1.000000
440501.19999268,4464175.37001221,8.88000011,125,255,0,2.000000,25.000000,373111.343750,1.000000
440497.41999390,4464182.80000488,8.21000004,97,255,0,2.000000,5.000000,373111.437500,1.000000
440494.88000061,4464182.86000244,8.10999966,92,255,0,2.000000,19.000000,373111.437500,1.000000
440494.83999207,4464182.55000488,8.09000015,91,255,0,2.000000,3.000000,373111.437500,1.000000
440494.92998840,4464183.94999878,7.78999996,79,255,0,2.000000,19.000000,373111.531250,1.000000
440494.89998962,4464183.68998901,7.86000013,82,255,0,2.000000,3.000000,373111.531250,1.000000
440497.38999512,4464183.31001465,8.63000011,115,255,0,2.000000,21.000000,373111.531250,1.000000
440494.78998901,4464182.59001343,8.07999992,91,255,0,2.000000,3.000000,373111.531250,1.000000
440497.30999329,4464182.49000732,8.68999958,117,255,0,2.000000,5.000000,373111.531250,1.000000
440499.64998962,4464180.50999634,8.85999966,124,255,0,2.000000,23.000000,373111.531250,1.000000
440495.30999329,4464182.96998779,8.27000046,99,255,0,2.000000,19.000000,373111.625000,1.000000
440495.54999878,4464180.50999634,8.60999966,114,255,0,2.000000,19.000000,373111.750000,1.000000
440496.38000061,4464184.24998657,8.50000000,109,255,0,2.000000,19.000000,373111.843750,1.000000
440496.32999756,4464183.86000244,8.43000031,106,255,0,2.000000,3.000000,373111.843750,1.000000
440498.75999023,4464182.92000000,8.69999981,118,255,0,2.000000,21.000000,373111.843750,1.000000
440498.70998718,4464182.43000977,8.72999954,119,255,0,2.000000,21.000000,373111.843750,1.000000
440495.63999512,4464177.25999634,7.63999987,72,255,0,2.000000,19.000000,373111.843750,1.000000
440496.56998779,4464183.89000122,8.88000011,125,255,0,2.000000,19.000000,373111.937500,1.000000
440498.99999573,4464182.84999268,8.06000042,90,255,0,2.000000,21.000000,373111.937500,1.000000
440498.96999695,4464182.55000488,8.10000038,92,255,0,2.000000,5.000000,373111.937500,1.000000
440498.91999390,4464182.18000977,8.60999966,114,255,0,2.000000,5.000000,373111.937500,1.000000
440498.89998962,4464182.02998535,8.80000019,122,255,0,2.000000,21.000000,373111.937500,1.000000
440500.97999146,4464176.68000977,8.61999989,114,255,0,2.000000,7.000000,373111.937500,1.000000
440500.95998718,4464176.50999634,8.76000023,120,255,0,2.000000,23.000000,373111.937500,1.000000
440497.07999756,4464184.09001343,8.89999962,126,255,0,2.000000,19.000000,373112.031250,1.000000
440496.89998962,4464182.52000610,8.27999973,100,255,0,2.000000,3.000000,373112.031250,1.000000
440501.35999634,4464175.52998535,8.56999969,112,255,0,2.000000,23.000000,373112.031250,1.000000
440501.31998779,4464175.31999390,8.81000042,122,255,0,2.000000,7.000000,373112.031250,1.000000
440500.11999084,4464179.52998535,8.48999977,109,255,0,2.000000,21.000000,373112.125000,1.000000
440497.31998779,4464177.25999634,7.84999990,81,255,0,2.000000,3.000000,373112.125000,1.000000
440496.39998962,4464184.11000244,8.47999954,108,255,0,2.000000,1.000000,373112.250000,1.000000
440496.35000183,4464183.64000122,8.89999962,126,255,0,2.000000,1.000000,373112.250000,1.000000
440498.77000000,4464182.77998535,8.75000000,120,255,0,2.000000,3.000000,373112.250000,1.000000
440498.74999573,4464182.56999390,8.73999977,119,255,0,2.000000,19.000000,373112.250000,1.000000
440501.05999329,4464180.40999023,8.80000019,122,255,0,2.000000,5.000000,373112.250000,1.000000
440495.55999329,4464177.37999146,7.42999983,63,255,0,2.000000,17.000000,373112.250000,1.000000
440495.54999878,4464177.15001099,7.71000004,75,255,0,2.000000,1.000000,373112.250000,1.000000
440499.39998962,4464182.52998535,8.22000027,97,255,0,2.000000,19.000000,373112.343750,1.000000
440496.86999084,4464182.58000366,8.38000011,104,255,0,2.000000,1.000000,373112.343750,1.000000
440501.27000000,4464175.99998657,8.47000027,108,255,0,2.000000,21.000000,373112.343750,1.000000
440501.21999695,4464175.52998535,8.60999966,114,255,0,2.000000,21.000000,373112.343750,1.000000
440501.18999817,4464175.31999390,8.86999989,125,255,0,2.000000,5.000000,373112.343750,1.000000
440497.32999756,4464183.34999268,8.67000008,116,255,0,2.000000,1.000000,373112.437500,1.000000
440497.27999451,4464183.02000610,8.22000027,97,255,0,2.000000,17.000000,373112.437500,1.000000
440497.28998901,4464182.86000244,8.77999973,121,255,0,2.000000,1.000000,373112.437500,1.000000
440497.10999634,4464181.55000488,8.43000031,106,255,0,2.000000,17.000000,373112.437500,1.000000
440501.54999878,4464175.18998901,8.69999981,118,255,0,2.000000,21.000000,373112.437500,1.000000
440495.38000061,4464184.59001343,8.76000023,120,255,0,2.000000,30.000000,373112.531250,1.000000
440497.64998962,4464182.90001099,8.10999966,92,255,0,2.000000,1.000000,373112.531250,1.000000
440495.08999207,4464182.99998657,7.78000021,78,255,0,2.000000,14.000000,373112.531250,1.000000
440495.07999756,4464182.81001465,8.18000031,95,255,0,2.000000,30.000000,373112.531250,1.000000
440494.72999146,4464179.96998779,8.47000027,108,255,0,2.000000,14.000000,373112.531250,1.000000
440497.05999329,4464177.99998657,8.11999989,93,255,0,2.000000,17.000000,373112.531250,1.000000
440497.27999451,4464177.37001221,7.84999990,81,255,0,2.000000,1.000000,373112.656250,1.000000
440496.28998901,4464183.99998657,8.32999992,102,255,0,2.000000,14.000000,373112.843750,1.000000
440498.72999146,4464183.17000000,8.68000031,117,255,0,2.000000,17.000000,373112.843750,1.000000
440498.67998840,4464182.68998901,8.80000019,122,255,0,2.000000,17.000000,373112.843750,1.000000
440498.50999023,4464181.65001099,7.98999977,87,255,0,2.000000,1.000000,373112.843750,1.000000
440500.97999146,4464180.77998535,8.73999977,119,255,0,2.000000,19.000000,373112.843750,1.000000
440497.00999023,4464184.67000000,7.76999998,78,255,0,2.000000,14.000000,373112.937500,1.000000
440499.31998779,4464182.78999512,8.17000008,95,255,0,2.000000,17.000000,373112.937500,1.000000
440496.83999207,4464183.09999268,8.81999969,123,255,0,2.000000,30.000000,373112.937500,1.000000
440496.72999146,4464182.46000854,8.55000019,111,255,0,2.000000,30.000000,373112.937500,1.000000
440496.13000061,4464177.99998657,8.35000038,103,255,0,2.000000,14.000000,373112.937500,1.000000
440501.14998962,4464176.59001343,8.72999954,119,255,0,2.000000,3.000000,373112.937500,1.000000
440497.32999756,4464183.34999268,8.67000008,116,255,0,2.000000,30.000000,373113.031250,1.000000
440497.24999573,4464182.93000977,8.23999977,98,255,0,2.000000,14.000000,373113.031250,1.000000
440497.28998901,4464182.87001221,8.85000038,124,255,0,2.000000,30.000000,373113.031250,1.000000
440501.50999023,4464175.74998657,8.52000046,110,255,0,2.000000,3.000000,373113.031250,1.000000
440501.47999146,4464175.52998535,8.51000023,109,255,0,2.000000,19.000000,373113.031250,1.000000
440501.45998718,4464175.31999390,8.78999996,121,255,0,2.000000,3.000000,373113.031250,1.000000
440500.21999695,4464180.65001099,8.80000019,122,255,0,2.000000,1.000000,373113.156250,1.000000
440494.92998840,4464180.15999023,8.18000031,95,255,0,2.000000,28.000000,373113.156250,1.000000
440498.61999084,4464184.34999268,8.28999996,100,255,0,2.000000,30.000000,373113.250000,1.000000
440500.28998901,4464177.30000488,8.89000034,126,255,0,2.000000,1.000000,373113.250000,1.000000
440494.68999817,4464175.31001465,7.96000004,85,255,0,2.000000,12.000000,373113.250000,1.000000
440498.80999329,4464182.25999634,8.85000038,124,255,0,2.000000,30.000000,373113.343750,1.000000
440501.15999939,4464180.75999634,8.81999969,123,255,0,2.000000,1.000000,373113.343750,1.000000
440496.02999451,4464181.09999268,8.46000004,107,255,0,2.000000,12.000000,373113.343750,1.000000
440501.13999512,4464180.56001465,8.85999966,124,255,0,2.000000,17.000000,373113.343750,1.000000
440498.22999146,4464178.18000977,8.52000046,110,255,0,2.000000,14.000000,373113.343750,1.000000
440496.95998718,4464182.90001099,8.02999973,88,255,0,2.000000,12.000000,373113.437500,1.000000
440499.43999817,4464181.97999756,8.60999966,114,255,0,2.000000,30.000000,373113.437500,1.000000
440496.54999878,4464180.09999268,8.18000031,95,255,0,2.000000,28.000000,373113.437500,1.000000
440501.31998779,4464176.65001099,8.63000011,115,255,0,2.000000,17.000000,373113.437500,1.000000
440497.57999756,4464182.59999268,8.26000023,99,255,0,2.000000,28.000000,373113.531250,1.000000
440497.30999329,4464180.97999756,7.98999977,87,255,0,2.000000,28.000000,373113.531250,1.000000
440496.83999207,4464177.84001343,7.94999981,85,255,0,2.000000,28.000000,373113.531250,1.000000
440500.40999939,4464180.44999878,8.89999962,126,255,0,2.000000,14.000000,373113.656250,1.000000
440496.24000122,4464183.53999512,8.73999977,119,255,0,2.000000,10.000000,373113.750000,1.000000
440498.74999573,4464183.18000977,8.68999958,117,255,0,2.000000,12.000000,373113.750000,1.000000
440498.68999817,4464182.69999878,8.81000042,122,255,0,2.000000,12.000000,373113.750000,1.000000
440498.66999390,4464182.49000732,8.81000042,122,255,0,2.000000,28.000000,373113.750000,1.000000
440500.95998718,4464180.77998535,8.72999954,119,255,0,2.000000,14.000000,373113.750000,1.000000
440494.79999878,4464175.36000244,7.82000017,80,255,0,2.000000,10.000000,373113.750000,1.000000
440496.71999695,4464183.93000977,8.85000038,124,255,0,2.000000,10.000000,373113.843750,1.000000
440499.04999878,4464182.90001099,8.18999958,96,255,0,2.000000,12.000000,373113.843750,1.000000
440498.97999146,4464182.02998535,8.77000046,121,255,0,2.000000,12.000000,373113.843750,1.000000
440501.04999878,4464178.56001465,8.78999996,121,255,0,2.000000,14.000000,373113.843750,1.000000
440500.77999451,4464176.68998901,8.56999969,112,255,0,2.000000,30.000000,373113.843750,1.000000
440499.38999512,4464181.81001465,8.77000046,121,255,0,2.000000,12.000000,373113.937500,1.000000
440496.50999023,4464180.44999878,8.26000023,99,255,0,2.000000,10.000000,373113.937500,1.000000
440501.10999634,4464175.72999756,8.80000019,122,255,0,2.000000,14.000000,373113.937500,1.000000
440501.08999207,4464175.53999512,8.86999989,125,255,0,2.000000,30.000000,373113.937500,1.000000
440494.90999939,4464183.93000977,7.88000011,83,255,0,2.000000,24.000000,373114.031250,1.000000
440501.54999878,4464175.61000244,8.40999985,105,255,0,2.000000,30.000000,373114.031250,1.000000
440501.53998901,4464175.24998657,8.89000034,126,255,0,2.000000,30.000000,373114.031250,1.000000
440500.10999634,4464178.89000122,8.89000034,126,255,0,2.000000,28.000000,373114.156250,1.000000
440496.41999390,4464184.28999512,8.52999973,110,255,0,2.000000,24.000000,373114.250000,1.000000
440496.27999451,4464183.44999878,8.73999977,119,255,0,2.000000,8.000000,373114.250000,1.000000
440499.19999268,4464182.84999268,8.31000042,101,255,0,2.000000,26.000000,373114.343750,1.000000
440499.13999512,4464182.11000244,8.72999954,119,255,0,2.000000,10.000000,373114.343750,1.000000
440498.50999023,4464178.39000122,8.47000027,108,255,0,2.000000,10.000000,373114.343750,1.000000
440501.03998901,4464177.58000366,8.69999981,118,255,0,2.000000,12.000000,373114.343750,1.000000
440497.10999634,4464181.62999146,8.43000031,106,255,0,2.000000,24.000000,373114.437500,1.000000
440497.06998779,4464181.34001343,8.48999977,109,255,0,2.000000,8.000000,373114.437500,1.000000
440496.97999146,4464181.05000488,8.27999973,100,255,0,2.000000,24.000000,373114.437500,1.000000
440501.41999390,4464175.39000122,8.67000008,116,255,0,2.000000,12.000000,373114.437500,1.000000
440496.32999756,4464183.49000732,8.76000023,120,255,0,2.000000,22.000000,373114.656250,1.000000
440498.79999878,4464182.62999146,8.78999996,121,255,0,2.000000,24.000000,373114.656250,1.000000
440496.74999573,4464181.74998657,8.73999977,119,255,0,2.000000,22.000000,373114.750000,1.000000
440496.46999695,4464180.59999268,8.30000019,100,255,0,2.000000,22.000000,373114.750000,1.000000
440501.35000183,4464177.58000366,8.72000027,118,255,0,2.000000,10.000000,373114.750000,1.000000
440494.85000183,4464183.92000000,7.86999989,82,255,0,2.000000,20.000000,373114.843750,1.000000
440494.64998962,4464183.06001465,7.50000000,66,255,0,2.000000,4.000000,373114.843750,1.000000
440497.08999207,4464181.19999878,8.22999954,97,255,0,2.000000,6.000000,373114.843750,1.000000
440495.10000183,4464183.96000854,7.98000002,87,255,0,2.000000,4.000000,373114.937500,1.000000
440499.54999878,4464177.12999146,8.64999962,115,255,0,2.000000,24.000000,373115.031250,1.000000
440496.36999084,4464184.34001343,8.52000046,110,255,0,2.000000,20.000000,373115.250000,1.000000
440496.24000122,4464183.97999756,8.48999977,109,255,0,2.000000,4.000000,373115.250000,1.000000
440496.14998962,4464183.46998779,8.53999996,111,255,0,2.000000,4.000000,373115.250000,1.000000
440498.72999146,4464182.62999146,8.73999977,119,255,0,2.000000,6.000000,373115.250000,1.000000
440501.08999207,4464180.99998657,8.76000023,120,255,0,2.000000,24.000000,373115.250000,1.000000
440499.35999634,4464182.74998657,8.30000019,100,255,0,2.000000,6.000000,373115.343750,1.000000
440496.28998901,4464180.87999146,8.43000031,106,255,0,2.000000,20.000000,373115.343750,1.000000
440496.18999817,4464180.50999634,8.35000038,103,255,0,2.000000,4.000000,373115.343750,1.000000
440501.18999817,4464177.74998657,8.73999977,119,255,0,2.000000,8.000000,373115.343750,1.000000
440501.13999512,4464177.50999634,8.71000004,118,255,0,2.000000,24.000000,373115.343750,1.000000
440501.02000000,4464177.12999146,8.43999958,106,255,0,2.000000,8.000000,373115.343750,1.000000
440495.53998901,4464177.30000488,7.84999990,81,255,0,2.000000,4.000000,373115.343750,1.000000
440501.00999023,4464176.71998779,8.81999969,123,255,0,2.000000,8.000000,373115.343750,1.000000
440497.00999023,4464181.90001099,8.61999989,114,255,0,2.000000,4.000000,373115.437500,1.000000
440496.90999939,4464181.64000122,8.43999958,106,255,0,2.000000,20.000000,373115.437500,1.000000
440496.70998718,4464181.02000610,8.27999973,100,255,0,2.000000,20.000000,373115.437500,1.000000
440501.29999878,4464176.12001221,8.56000042,112,255,0,2.000000,24.000000,373115.437500,1.000000
440501.24000122,4464175.61000244,8.65999985,116,255,0,2.000000,24.000000,373115.437500,1.000000
440497.35999634,4464181.15001099,8.02000046,88,255,0,2.000000,20.000000,373115.531250,1.000000
440499.80999329,4464179.44999878,8.36999989,103,255,0,2.000000,6.000000,373115.531250,1.000000
440496.57999756,4464183.56001465,8.72000027,118,255,0,2.000000,2.000000,373115.750000,1.000000
440499.04999878,4464183.00999634,7.88000011,83,255,0,2.000000,4.000000,373115.750000,1.000000
440499.02000000,4464182.81001465,8.15999985,94,255,0,2.000000,20.000000,373115.750000,1.000000
440499.10000183,4464182.43000977,8.77000046,121,255,0,2.000000,20.000000,373115.750000,1.000000
440501.04999878,4464178.59001343,8.75000000,120,255,0,2.000000,6.000000,373115.750000,1.000000
440499.40999939,4464182.87001221,8.26000023,99,255,0,2.000000,20.000000,373115.843750,1.000000
440499.20998718,4464182.00999634,8.15999985,94,255,0,2.000000,4.000000,373115.843750,1.000000
440501.22999146,4464177.84999268,8.65999985,116,255,0,2.000000,22.000000,373115.843750,1.000000
440501.16999390,4464177.52998535,8.68999958,117,255,0,2.000000,6.000000,373115.843750,1.000000
440501.45998718,4464175.90001099,8.50000000,109,255,0,2.000000,6.000000,373115.937500,1.000000
440501.40999939,4464175.40999023,8.76000023,120,255,0,2.000000,6.000000,373115.937500,1.000000
440501.19999268,4464178.92000000,8.85999966,124,255,0,2.000000,20.000000,373116.156250,1.000000
440501.11999084,4464178.56999390,8.81999969,123,255,0,2.000000,4.000000,373116.156250,1.000000
440497.10000183,4464181.59001343,8.56999969,112,255,0,2.000000,0.000000,373116.250000,1.000000
440501.42998840,4464175.49998657,8.72999954,119,255,0,2.000000,4.000000,373116.250000,1.000000
440497.30999329,4464181.40999023,7.90999985,84,255,0,2.000000,16.000000,373116.343750,1.000000
440501.77000000,4464174.99998657,8.73999977,119,255,0,2.000000,20.000000,373116.343750,1.000000
440496.77000000,4464176.84001343,7.78000021,78,255,0,2.000000,16.000000,373116.437500,1.000000
440499.27000000,4464182.83000366,8.26000023,99,255,0,2.000000,16.000000,373116.656250,1.000000
440498.30999329,4464178.34001343,8.43999958,106,255,0,2.000000,0.000000,373116.656250,1.000000
440501.05999329,4464177.77998535,8.59000015,113,255,0,2.000000,0.000000,373117.343750,1.000000
440500.89998962,4464176.77998535,8.77999973,121,255,0,2.000000,0.000000,373117.343750,1.000000
440501.35000183,4464175.64000122,8.68000031,117,255,0,2.000000,0.000000,373117.437500,1.000000
440501.74999573,4464175.58000366,8.63000011,115,255,0,2.000000,0.000000,373117.531250,1.000000
440502.04999878,4464180.80000488,8.86999989,125,255,0,3.000000,13.000000,373163.781250,1.000000
440502.13000061,4464175.97999756,8.84000015,124,255,0,3.000000,29.000000,373163.875000,1.000000
440501.95998718,4464176.92000000,8.89000034,126,255,0,3.000000,13.000000,373163.875000,1.000000
440499.82999756,4464176.25999634,8.55000019,111,255,0,3.000000,29.000000,373164.281250,1.000000
440502.31998779,4464177.64000122,8.46000004,107,255,0,3.000000,27.000000,373164.281250,1.000000
440502.31998779,4464177.87001221,8.72999954,119,255,0,3.000000,11.000000,373164.281250,1.000000
440498.63000061,4464183.99998657,8.64000034,115,255,0,3.000000,13.000000,373164.281250,1.000000
440501.88999512,4464177.34001343,8.47999954,108,255,0,3.000000,27.000000,373164.375000,1.000000
440499.77999451,4464183.02000610,8.52000046,110,255,0,3.000000,11.000000,373164.687500,1.000000
440502.03998901,4464177.14000122,8.40999985,105,255,0,3.000000,9.000000,373164.875000,1.000000
440501.70998718,4464180.09001343,8.80000019,122,255,0,3.000000,25.000000,373164.875000,1.000000
440495.57999756,4464175.15999023,8.13000011,93,255,0,3.000000,13.000000,373165.062500,1.000000
440500.35999634,4464179.99998657,8.48999977,109,255,0,3.000000,9.000000,373165.062500,1.000000
440495.60999634,4464175.06001465,8.10999966,92,255,0,3.000000,29.000000,373165.187500,1.000000
440495.16999390,4464175.12001221,8.43000031,106,255,0,3.000000,29.000000,373165.281250,1.000000
440502.24999573,4464177.53999512,8.60999966,114,255,0,3.000000,23.000000,373165.375000,1.000000
440499.14998962,4464181.15999023,8.50000000,109,255,0,3.000000,9.000000,373165.375000,1.000000
440499.13999512,4464181.27000610,8.76000023,120,255,0,3.000000,25.000000,373165.375000,1.000000
440501.78998901,4464174.77000610,8.13000011,93,255,0,3.000000,7.000000,373165.468750,1.000000
440499.39998962,4464176.68998901,8.53999996,111,255,0,3.000000,7.000000,373165.781250,1.000000
440501.99999573,4464177.18000977,8.44999981,107,255,0,3.000000,21.000000,373165.781250,1.000000
440498.57999756,4464183.75999634,8.68999958,117,255,0,3.000000,23.000000,373165.781250,1.000000
440499.35000183,4464184.02998535,8.17000008,95,255,0,3.000000,5.000000,373166.062500,1.000000
440502.32999756,4464177.68998901,8.69999981,118,255,0,3.000000,1.000000,373166.375000,1.000000
440495.75999023,4464177.75999634,8.09000015,91,255,0,3.000000,21.000000,373166.687500,1.000000
440498.27000000,4464177.75999634,8.01000023,88,255,0,3.000000,19.000000,373166.781250,1.000000
440496.55999329,4464184.71000854,8.56999969,112,255,0,3.000000,3.000000,373166.968750,1.000000
440498.49999573,4464177.87999146,8.06000042,90,255,0,3.000000,1.000000,373167.062500,1.000000
440495.27999451,4464175.02998535,8.28999996,100,255,0,3.000000,19.000000,373167.375000,1.000000
440496.36999084,4464179.62001221,7.96999979,86,255,0,3.000000,17.000000,373167.687500,1.000000
440496.02999451,4464178.09999268,8.27999973,100,255,0,3.000000,1.000000,373167.781250,1.000000
440495.36999084,4464180.47999756,8.43000031,106,255,0,3.000000,1.000000,373167.875000,1.000000
440495.32999756,4464175.00999634,8.31999969,101,255,0,3.000000,17.000000,373167.968750,1.000000
440500.27000000,4464179.93998901,8.68999958,117,255,0,3.000000,12.000000,373167.968750,1.000000
440494.63999512,4464183.15999023,8.46000004,107,255,0,3.000000,1.000000,373167.968750,1.000000
440502.30999329,4464177.84001343,8.68999958,117,255,0,3.000000,10.000000,373168.062500,1.000000
440496.91999390,4464179.02000610,8.60999966,114,255,0,3.000000,14.000000,373168.062500,1.000000
440500.52000000,4464179.97999756,8.68999958,117,255,0,3.000000,26.000000,373168.375000,1.000000
440500.02000000,4464184.25999634,7.94000006,85,255,0,3.000000,26.000000,373168.468750,1.000000
440497.42998840,4464179.96000854,8.01000023,88,255,0,3.000000,10.000000,373168.875000,1.000000
440502.24000122,4464175.97999756,8.90999985,127,255,0,3.000000,22.000000,373168.968750,1.000000
440498.52000000,4464183.49998657,8.89000034,126,255,0,3.000000,24.000000,373169.281250,1.000000
440497.38000061,4464178.94999878,8.38000011,104,255,0,3.000000,24.000000,373169.468750,1.000000
440496.54999878,4464184.56001465,8.76000023,120,255,0,3.000000,8.000000,373169.593750,1.000000
440496.10000183,4464183.71998779,8.17000008,95,255,0,3.000000,24.000000,373169.687500,1.000000
440496.10999634,4464184.72999756,7.82000017,80,255,0,3.000000,8.000000,373169.687500,1.000000
440500.40999939,4464180.05000488,8.60999966,114,255,0,3.000000,20.000000,373169.968750,1.000000
440494.61999084,4464174.84001343,8.56999969,112,255,0,3.000000,24.000000,373170.062500,1.000000
440496.69999268,4464178.31999390,8.32999992,102,255,0,3.000000,22.000000,373170.187500,1.000000
440497.58999207,4464179.50999634,8.19999981,96,255,0,3.000000,20.000000,373170.687500,1.000000
440496.06998779,4464176.52000610,8.43999958,106,255,0,3.000000,4.000000,373170.875000,1.000000
