//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Intensity,Classification
440488.74999573,4464116.92000000,5.42999983,0,232,22,4.000000,20.000000,373241.125000,54.000000,1.000000
440486.10999634,4464115.89000122,6.75000000,34,255,0,4.000000,24.000000,373239.718750,63.000000,1.000000
440486.88000061,4464115.00000183,7.01000023,45,255,0,3.000000,13.000000,373167.156250,48.000000,1.000000
440485.40999939,4464115.75000183,5.15000010,0,220,34,4.000000,23.000000,373236.406250,63.000000,1.000000
440485.82999756,4464114.55000488,5.76000023,0,246,8,4.000000,24.000000,373239.718750,63.000000,1.000000
440484.27000000,4464118.25000183,3.91000009,0,167,87,4.000000,27.000000,373234.906250,63.000000,1.000000
440486.27999451,4464116.09999268,5.98000002,1,255,0,3.000000,13.000000,373167.468750,49.000000,1.000000
440488.46999695,4464115.77000610,5.38999987,0,231,23,3.000000,1.000000,373169.968750,63.000000,1.000000
440487.88000061,4464114.88000671,5.78000021,0,247,7,4.000000,29.000000,373235.312500,52.000000,1.000000
440483.49000122,4464117.28000061,4.63999987,0,198,56,4.000000,9.000000,373235.406250,63.000000,1.000000
440490.71999695,4464118.05999939,5.15999985,0,221,33,4.000000,27.000000,373236.312500,63.000000,1.000000
440486.18999817,4464114.67000000,5.59999990,0,240,14,4.000000,5.000000,373237.000000,63.000000,1.000000
440486.92998840,4464116.86999695,6.09000015,5,255,0,4.000000,21.000000,373237.125000,63.000000,1.000000
440486.11999084,4464115.02000610,5.90999985,0,253,1,4.000000,1.000000,373238.000000,63.000000,1.000000
440486.82999756,4464116.22000305,3.89000010,0,166,88,4.000000,1.000000,373238.125000,63.000000,1.000000
440487.60000183,4464116.95999329,3.94000006,0,169,85,4.000000,1.000000,373238.218750,63.000000,1.000000
440485.74000122,4464117.66000549,6.78000021,35,255,0,4.000000,14.000000,373238.312500,63.000000,1.000000
440489.91999390,4464117.74000732,7.26000023,56,255,0,4.000000,24.000000,373240.312500,63.000000,1.000000
440487.07999756,4464118.05999939,7.26999998,56,255,0,4.000000,4.000000,373240.718750,55.000000,1.000000
