-1.8830,-6.8470,0.1510,0.0000,15.0000,239.0000,159.0000
-1.7640,-6.5690,0.1810,0.0000,16.0000,238.0000,8.0000
-1.5460,-7.2700,0.3660,0.0000,19.0000,235.0000,8.0000
-1.7730,-7.1180,0.3200,0.0000,18.0000,236.0000,113.0000
-1.5290,-7.1150,0.1510,0.0000,15.0000,239.0000,66.0000
-1.6580,-6.9650,0.1970,0.0000,16.0000,238.0000,290.0000
-1.4410,-7.7740,0.1490,0.0000,15.0000,239.0000,11.0000
-1.6130,-7.5160,0.1640,0.0000,15.0000,239.0000,11.0000
-1.6730,-7.8770,0.1520,0.0000,15.0000,239.0000,26.0000
-1.9160,-7.6490,0.1760,0.0000,15.0000,239.0000,29.0000
-1.5520,-7.2800,0.8780,0.0000,29.0000,225.0000,2.0000
-1.6200,-7.1790,0.6280,0.0000,24.0000,230.0000,8.0000
-1.6370,-7.4740,0.5280,0.0000,23.0000,231.0000,9.0000
-1.5810,-7.3030,1.3410,0.0000,39.0000,215.0000,5.0000
-1.6360,-7.1730,1.1100,0.0000,34.0000,220.0000,10.0000
-1.7160,-7.1360,1.3940,0.0000,40.0000,214.0000,8.0000
-1.6690,-7.4360,1.0940,0.0000,34.0000,220.0000,1.0000
-0.6650,-4.7300,4.3360,0.0000,99.0000,155.0000,1.0000
-0.5130,-4.6720,4.5270,0.0000,103.0000,151.0000,146.0000
-0.4510,-5.1790,4.1760,0.0000,95.0000,159.0000,12.0000
-0.4710,-5.1370,4.4450,0.0000,101.0000,153.0000,2.0000
-0.5550,-4.9600,4.3670,0.0000,99.0000,155.0000,7.0000
-0.3500,-4.9160,4.5330,0.0000,103.0000,151.0000,143.0000
-0.2500,-4.7760,4.4220,0.0000,100.0000,154.0000,0.0000
-1.4370,-5.5230,3.9860,0.0000,91.0000,163.0000,15.0000
-0.8650,-4.7770,4.5090,0.0000,102.0000,152.0000,223.0000
-0.9390,-5.3960,4.1930,0.0000,96.0000,158.0000,4.0000
-0.9370,-5.4000,4.5160,0.0000,102.0000,152.0000,151.0000
-0.7010,-5.3060,4.3480,0.0000,99.0000,155.0000,250.0000
-0.6820,-5.2520,4.0980,0.0000,94.0000,160.0000,278.0000
-0.8490,-5.1840,4.1910,0.0000,96.0000,158.0000,6.0000
-1.0640,-5.1000,4.4620,0.0000,101.0000,153.0000,192.0000
-0.7670,-5.0030,4.5220,0.0000,103.0000,151.0000,306.0000
-1.3530,-5.5850,4.3250,0.0000,98.0000,156.0000,17.0000
-1.4750,-5.4230,4.2780,0.0000,97.0000,157.0000,18.0000
-1.1510,-5.4950,4.0870,0.0000,94.0000,160.0000,33.0000
-1.3760,-5.3640,4.1000,0.0000,94.0000,160.0000,19.0000
-1.2260,-5.4160,4.4950,0.0000,102.0000,152.0000,24.0000
-1.5040,-5.3250,4.4990,0.0000,102.0000,152.0000,141.0000
-1.0930,-5.2290,4.2470,0.0000,97.0000,157.0000,105.0000
-1.0630,-4.3420,4.9670,0.0000,112.0000,142.0000,2.0000
-0.6670,-4.7410,4.6820,0.0000,106.0000,148.0000,4.0000
-0.6740,-4.7390,4.9640,0.0000,111.0000,143.0000,130.0000
-0.4730,-4.6540,4.7430,0.0000,107.0000,147.0000,26.0000
-0.7560,-4.5190,5.0330,0.0000,112.0000,142.0000,192.0000
-0.7800,-4.4860,4.8320,0.0000,109.0000,145.0000,198.0000
-0.0150,-4.9910,4.9470,0.0000,111.0000,143.0000,1.0000
-0.0360,-4.9270,4.7540,0.0000,107.0000,147.0000,2.0000
0.0930,-4.8010,5.0360,0.0000,112.0000,142.0000,5.0000
-0.4810,-5.1940,4.8400,0.0000,109.0000,145.0000,1.0000
-0.3200,-5.1290,4.9580,0.0000,111.0000,143.0000,1.0000
-0.2160,-5.1040,4.6470,0.0000,105.0000,149.0000,19.0000
-0.5680,-4.9280,4.6550,0.0000,105.0000,149.0000,344.0000
-0.6020,-4.9210,5.0150,0.0000,112.0000,142.0000,210.0000
-0.3660,-4.9970,4.7770,0.0000,107.0000,147.0000,34.0000
-0.3650,-4.8450,5.0430,0.0000,113.0000,141.0000,50.0000
-0.2810,-4.7120,4.7280,0.0000,106.0000,148.0000,92.0000
-0.2970,-4.6460,4.9510,0.0000,111.0000,143.0000,7.0000
