//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Intensity,Classification
440430.04999878,4464081.89999573,3.75999999,0,160,94,5.000000,5.000000,373305.968750,63.000000,1.000000
440422.06998779,4464080.06999390,3.65000010,0,156,98,4.000000,19.000000,373225.812500,63.000000,1.000000
440423.67998840,4464082.13000671,4.23999977,0,181,73,4.000000,17.000000,373226.531250,63.000000,1.000000
440426.43999817,4464083.38000671,3.47000003,0,148,106,4.000000,13.000000,373224.312500,120.000000,1.000000
440426.39998962,4464082.86000244,3.69000006,0,157,97,4.000000,12.000000,373228.031250,63.000000,1.000000
440428.80999329,4464078.86999695,3.81999993,0,163,91,5.000000,11.000000,373304.968750,63.000000,1.000000
440421.93999817,4464079.91000549,3.64000010,0,155,99,4.000000,23.000000,373224.812500,63.000000,1.000000
440422.88000061,4464081.03999512,4.32000017,0,185,69,5.000000,14.000000,373308.781250,63.000000,1.000000
440421.85000183,4464080.78999512,3.48000002,0,148,106,3.000000,9.000000,373180.875000,63.000000,1.000000
440423.40999939,4464083.49000732,3.18000007,0,136,118,4.000000,25.000000,373224.625000,63.000000,1.000000
440422.20998718,4464081.11000244,3.40000010,0,145,109,4.000000,5.000000,373225.312500,63.000000,1.000000
440424.08999207,4464080.45999329,4.36000013,0,186,68,4.000000,21.000000,373225.625000,63.000000,1.000000
440423.56998779,4464082.25999634,4.17999983,0,178,76,4.000000,19.000000,373226.125000,63.000000,1.000000
440423.74999573,4464082.89000122,3.73000002,0,160,94,4.000000,17.000000,373226.531250,63.000000,1.000000
440423.88000061,4464082.83000366,3.98000002,0,170,84,4.000000,24.000000,373228.406250,63.000000,1.000000
440423.30999329,4464081.03999512,4.44000006,0,189,65,5.000000,7.000000,373306.968750,63.000000,1.000000
440422.99000122,4464080.78000061,4.01000023,0,171,83,5.000000,1.000000,373308.375000,63.000000,1.000000
440422.21999695,4464080.78000061,3.44000006,0,147,107,5.000000,14.000000,373309.062500,63.000000,1.000000
440422.66999390,4464080.20999329,3.69000006,0,157,97,5.000000,0.000000,373312.062500,63.000000,1.000000
440427.38999512,4464084.33000366,1.90999997,0,81,173,4.000000,18.000000,373230.531250,100.000000,1.000000
440429.06998779,4464079.67999451,2.72000003,0,116,138,4.000000,0.000000,373231.437500,63.000000,1.000000
440426.49999573,4464084.36999695,2.75999999,0,118,136,3.000000,27.000000,373179.281250,63.000000,1.000000
