//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Intensity,Classification
440400.49999573,4464082.05000488,2.29999995,0,98,156,4.000000,27.000000,373220.125000,60.000000,1.000000
440401.55999329,4464081.97000305,4.05000019,0,173,81,5.000000,21.000000,373311.687500,63.000000,1.000000
440402.03999664,4464079.45999329,3.77999997,0,162,92,4.000000,21.000000,373221.625000,55.000000,1.000000
440401.13999512,4464081.36999695,4.23999977,0,181,73,5.000000,12.000000,373313.281250,63.000000,1.000000
440400.81999542,4464082.75000183,1.86000001,0,79,175,4.000000,8.000000,373223.625000,63.000000,1.000000
440400.38999512,4464081.33999817,2.74000001,0,117,137,3.000000,14.000000,373188.375000,63.000000,1.000000
440400.16999390,4464081.25999634,2.74000001,0,117,137,4.000000,15.000000,373219.125000,63.000000,1.000000
440399.64999725,4464080.81999390,2.49000001,0,106,148,4.000000,27.000000,373219.906250,62.000000,1.000000
440400.57999756,4464082.20999329,2.71000004,0,115,139,4.000000,3.000000,373221.718750,54.000000,1.000000
440400.27999451,4464079.75999634,2.71000004,0,115,139,5.000000,3.000000,373312.187500,63.000000,1.000000
440401.98999359,4464078.25999634,1.99000001,0,85,169,5.000000,30.000000,373312.781250,63.000000,1.000000
440401.74999573,4464079.17000000,2.05999994,0,88,166,5.000000,16.000000,373315.875000,63.000000,1.000000
440402.50999786,4464077.83999817,2.88000011,0,123,131,4.000000,22.000000,373224.406250,63.000000,1.000000
440404.16999390,4464078.67000000,3.58999991,0,154,100,5.000000,6.000000,373314.093750,63.000000,1.000000
440401.05999329,4464082.45999329,2.22000003,0,94,160,4.000000,13.000000,373219.718750,63.000000,1.000000
440401.37999298,4464082.49000732,2.43000007,0,103,151,4.000000,31.000000,373219.406250,63.000000,1.000000
440401.53999664,4464082.41000549,2.58999991,0,110,144,4.000000,8.000000,373223.812500,62.000000,1.000000
440401.22999146,4464081.63000671,2.50999999,0,107,147,4.000000,4.000000,373224.531250,63.000000,1.000000
440401.58999207,4464081.53999512,2.75999999,0,118,136,3.000000,9.000000,373184.875000,63.000000,1.000000
440401.74999573,4464083.25999634,2.61999989,0,112,142,4.000000,29.000000,373219.906250,59.000000,1.000000
440402.00999786,4464082.14000122,3.32999992,0,142,112,4.000000,9.000000,373220.812500,55.000000,1.000000
440404.28999664,4464080.30000488,3.56999993,0,152,102,4.000000,30.000000,373223.125000,59.000000,1.000000
440403.51999237,4464083.25999634,3.23000002,0,138,116,4.000000,20.000000,373224.906250,63.000000,1.000000
440404.02999451,4464080.92999451,3.75999999,0,160,94,4.000000,0.000000,373226.125000,63.000000,1.000000
440404.20999481,4464080.05999939,3.80999994,0,163,91,5.000000,27.000000,373309.875000,63.000000,1.000000
440400.68999817,4464079.05000488,3.79999995,0,163,91,4.000000,24.000000,373223.625000,100.000000,1.000000
440400.12999298,4464080.06999390,3.95000005,0,169,85,5.000000,13.000000,373310.281250,60.000000,1.000000
440399.92999603,4464080.89999573,4.03999996,0,172,82,4.000000,15.000000,373219.125000,58.000000,1.000000
440400.30999329,4464079.92000000,3.53999996,0,151,103,4.000000,29.000000,373219.625000,60.000000,1.000000
440400.31999542,4464082.11999695,3.70000005,0,158,96,4.000000,27.000000,373220.125000,52.000000,1.000000
440400.46999695,4464082.14000122,4.15999985,0,177,77,4.000000,23.000000,373220.906250,46.000000,1.000000
440400.42999603,4464079.58000366,3.57999992,0,153,101,4.000000,3.000000,373221.718750,54.000000,1.000000
440400.09999420,4464081.22999756,3.93000007,0,168,86,4.000000,12.000000,373222.718750,50.000000,1.000000
440399.75999786,4464080.00000183,3.38000011,0,145,109,4.000000,24.000000,373223.406250,60.000000,1.000000
440400.86999084,4464081.17999451,3.57999992,0,153,101,4.000000,8.000000,373223.625000,59.000000,1.000000
440400.81999542,4464082.42999451,4.11999989,0,176,78,4.000000,22.000000,373224.031250,56.000000,1.000000
