20.3010,12.7190,-0.0280,0.0000,1.0000,253.0000,85.0000
20.2790,12.8590,0.2240,0.0000,8.0000,246.0000,2.0000
20.2640,12.8720,0.4430,0.0000,15.0000,239.0000,2.0000
20.0870,12.7080,-0.0100,0.0000,2.0000,252.0000,41.0000
20.2670,12.9170,0.6810,0.0000,22.0000,232.0000,1.0000
20.2430,12.9470,0.9830,0.0000,31.0000,223.0000,3.0000
20.2060,12.9520,1.3170,0.0000,41.0000,213.0000,1.0000
20.1350,12.8860,0.0870,0.0000,5.0000,249.0000,2.0000
20.1970,12.9640,1.8030,0.0000,56.0000,198.0000,1.0000
20.1950,12.9650,1.6000,0.0000,50.0000,204.0000,2.0000
20.1230,12.9670,0.8240,0.0000,26.0000,228.0000,4.0000
20.1140,12.9700,1.1400,0.0000,35.0000,219.0000,5.0000
22.4570,13.9580,3.3320,0.0000,100.0000,154.0000,19.0000
22.3370,13.8630,3.6440,0.0000,110.0000,144.0000,4.0000
22.2680,13.8200,3.4180,0.0000,103.0000,151.0000,38.0000
22.2030,13.9030,3.8630,0.0000,116.0000,138.0000,2.0000
22.1820,13.8850,3.2390,0.0000,98.0000,156.0000,59.0000
22.1510,13.9460,3.6610,0.0000,110.0000,144.0000,2.0000
22.0700,14.0530,3.3240,0.0000,100.0000,154.0000,4.0000
22.0060,14.1360,3.8150,0.0000,115.0000,139.0000,24.0000
21.9870,14.3200,3.7020,0.0000,112.0000,142.0000,5.0000
21.7740,14.4870,3.8120,0.0000,115.0000,139.0000,11.0000
22.2990,14.2370,4.4650,0.0000,134.0000,120.0000,7.0000
22.0730,14.0120,4.4570,0.0000,134.0000,120.0000,2.0000
22.0880,14.1130,4.1890,0.0000,126.0000,128.0000,1.0000
22.0610,14.1100,4.8710,0.0000,146.0000,108.0000,4.0000
22.0400,14.2500,4.3620,0.0000,131.0000,123.0000,11.0000
21.9540,14.2660,4.0290,0.0000,121.0000,133.0000,1.0000
21.9810,14.3920,4.2180,0.0000,127.0000,127.0000,44.0000
21.8090,14.5560,4.2630,0.0000,128.0000,126.0000,37.0000
21.6360,13.0040,3.8110,0.0000,115.0000,139.0000,16.0000
21.8350,13.2170,3.7930,0.0000,114.0000,140.0000,0.0000
22.2260,13.6330,3.6840,0.0000,111.0000,143.0000,8.0000
21.1870,12.5290,3.4320,0.0000,103.0000,151.0000,10.0000
21.3810,12.7360,3.4290,0.0000,103.0000,151.0000,9.0000
21.0350,12.3680,3.3700,0.0000,102.0000,152.0000,15.0000
22.2030,13.6110,3.4520,0.0000,104.0000,150.0000,11.0000
22.0600,13.4600,3.4070,0.0000,103.0000,151.0000,74.0000
21.8700,13.2580,3.2530,0.0000,98.0000,156.0000,51.0000
21.6930,13.0710,3.1910,0.0000,97.0000,157.0000,42.0000
22.0180,13.4160,3.1750,0.0000,96.0000,158.0000,52.0000
21.5040,12.9760,3.2700,0.0000,99.0000,155.0000,20.0000
22.1620,13.6800,3.2070,0.0000,97.0000,157.0000,34.0000
21.8780,13.4840,3.3230,0.0000,100.0000,154.0000,17.0000
21.9840,13.6100,3.5630,0.0000,107.0000,147.0000,40.0000
21.6200,13.2550,3.2680,0.0000,99.0000,155.0000,86.0000
21.8790,13.5550,3.7830,0.0000,114.0000,140.0000,7.0000
21.7510,13.4740,3.1560,0.0000,95.0000,159.0000,20.0000
20.9930,12.7330,3.5110,0.0000,106.0000,148.0000,0.0000
20.7940,12.8170,3.4920,0.0000,106.0000,148.0000,8.0000
