//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Intensity,Classification
440463.74999573,4464103.00000183,8.31000042,101,255,0,4.000000,9.000000,373232.125000,63.000000,1.000000
440460.60000183,4464103.49000732,7.88999987,83,255,0,4.000000,5.000000,373232.312500,63.000000,1.000000
440460.60000183,4464105.52000610,7.53000021,68,255,0,4.000000,1.000000,373233.031250,63.000000,1.000000
440463.29999878,4464105.41000549,8.78999996,121,255,0,4.000000,3.000000,373233.125000,63.000000,1.000000
440461.70998718,4464106.17999451,8.73999977,119,255,0,4.000000,1.000000,373233.218750,100.000000,1.000000
440457.77999451,4464105.02000610,7.36999989,61,255,0,4.000000,12.000000,373233.312500,63.000000,1.000000
440459.02000000,4464105.47000305,7.48000002,65,255,0,4.000000,28.000000,373233.531250,63.000000,1.000000
440463.85000183,4464105.58999817,8.72999954,119,255,0,4.000000,17.000000,373233.625000,63.000000,1.000000
440464.38000061,4464105.36999695,8.22000027,97,255,0,4.000000,1.000000,373233.718750,63.000000,1.000000
440458.11999084,4464105.38000671,7.30000019,58,255,0,4.000000,26.000000,373233.812500,63.000000,1.000000
440464.08999207,4464105.17999451,8.65999985,116,255,0,4.000000,28.000000,373234.531250,63.000000,1.000000
440458.90999939,4464109.14999573,8.46000004,107,255,0,4.000000,6.000000,373234.718750,63.000000,1.000000
440463.08999207,4464106.69000427,7.98000002,87,255,0,4.000000,10.000000,373234.812500,63.000000,1.000000
440460.60999634,4464103.24000732,7.36999989,61,255,0,4.000000,8.000000,373234.906250,63.000000,1.000000
440463.72999146,4464106.52000610,7.63999987,72,255,0,4.000000,26.000000,373235.031250,63.000000,1.000000
440464.54999878,4464105.25999634,8.90999985,127,255,0,4.000000,26.000000,373235.218750,63.000000,1.000000
440463.27999451,4464103.67999451,8.39999962,105,255,0,4.000000,24.000000,373235.531250,63.000000,1.000000
440459.14998962,4464104.53999512,7.26000023,56,255,0,4.000000,4.000000,373235.625000,59.000000,1.000000
440459.71999695,4464104.86999695,7.25000000,56,255,0,4.000000,20.000000,373235.718750,59.000000,1.000000
440461.66999390,4464105.24000732,8.46000004,107,255,0,4.000000,4.000000,373236.031250,60.000000,1.000000
440464.77999451,4464105.33999817,8.57999992,112,255,0,4.000000,6.000000,373236.218750,63.000000,1.000000
440458.18999817,4464105.61999695,7.32999992,59,255,0,4.000000,0.000000,373236.406250,63.000000,1.000000
440459.42998840,4464105.13000671,7.34999990,59,255,0,4.000000,16.000000,373236.625000,63.000000,1.000000
440461.50999023,4464104.97999756,8.48999977,109,255,0,4.000000,0.000000,373236.906250,63.000000,1.000000
440463.63000061,4464105.86999695,8.67000008,116,255,0,4.000000,16.000000,373237.406250,63.000000,1.000000
440461.67998840,4464103.86999695,7.19999981,53,255,0,5.000000,9.000000,373298.281250,63.000000,1.000000
440460.43999817,4464105.45999329,7.32999992,59,255,0,5.000000,12.000000,373301.875000,63.000000,1.000000
440464.68999817,4464104.34999268,8.69999981,118,255,0,5.000000,8.000000,373302.062500,63.000000,1.000000
440462.77999451,4464110.94000427,7.80999994,80,255,0,5.000000,24.000000,373302.781250,63.000000,1.000000
440464.17998840,4464105.17000000,8.78999996,121,255,0,5.000000,20.000000,373303.562500,53.000000,1.000000
440462.97999146,4464103.36000244,8.19999981,96,255,0,5.000000,20.000000,373303.875000,52.000000,1.000000
440463.19999268,4464105.56999390,8.55000019,111,255,0,5.000000,0.000000,373304.781250,63.000000,1.000000
440464.31998779,4464102.97000305,8.94999981,128,255,0,3.000000,17.000000,373174.750000,63.000000,1.000000
440459.64998962,4464106.92000000,9.00000000,130,255,0,4.000000,5.000000,373232.000000,63.000000,1.000000
440462.67998840,4464105.44999878,9.26000023,142,255,0,4.000000,5.000000,373232.625000,63.000000,1.000000
440461.53998901,4464106.94999878,8.93000031,127,255,0,5.000000,9.000000,373298.156250,63.000000,1.000000
440460.35000183,4464108.42999451,8.93000031,127,255,0,3.000000,20.000000,373178.781250,50.000000,1.000000
440463.86999084,4464104.83999817,9.02000046,131,255,0,3.000000,29.000000,373171.656250,47.000000,1.000000
440461.77000000,4464104.77000610,8.94999981,128,255,0,3.000000,27.000000,373172.656250,63.000000,1.000000
440459.15999939,4464108.06999390,9.06000042,133,255,0,3.000000,10.000000,373177.375000,63.000000,1.000000
440461.85999634,4464104.86999695,9.26000023,142,255,0,3.000000,8.000000,373177.468750,63.000000,1.000000
440462.35999634,4464106.33999817,8.92000008,127,255,0,4.000000,27.000000,373231.218750,63.000000,1.000000
440460.49999573,4464107.00000183,9.38000011,147,255,0,4.000000,9.000000,373231.312500,63.000000,1.000000
440459.43999817,4464107.80000488,9.07999992,134,255,0,4.000000,7.000000,373231.500000,63.000000,1.000000
440461.61999084,4464107.02000610,9.44999981,150,255,0,4.000000,10.000000,373234.406250,63.000000,1.000000
440462.99999573,4464107.22999756,9.01000023,131,255,0,4.000000,24.000000,373235.312500,63.000000,1.000000
440462.96999695,4464105.27000610,9.52999973,154,255,0,5.000000,29.000000,373297.062500,51.000000,1.000000
440460.43999817,4464108.16000549,9.31999969,145,255,0,5.000000,9.000000,373298.468750,63.000000,1.000000
440463.88999512,4464106.56999390,9.35000038,145,255,0,5.000000,5.000000,373298.968750,63.000000,1.000000
440465.52999451,4464104.09999268,9.23999977,141,255,0,5.000000,12.000000,373300.875000,63.000000,1.000000
440463.35000183,4464105.38000671,9.38000011,147,255,0,5.000000,8.000000,373302.281250,63.000000,1.000000
440461.53998901,4464107.78999512,9.57999992,155,255,0,3.000000,11.000000,373172.781250,63.000000,1.000000
440461.93999817,4464107.30999939,10.06999969,177,255,0,3.000000,12.000000,373176.156250,63.000000,1.000000
440456.56998779,4464109.36999695,3.17000008,0,135,119,4.000000,25.000000,373230.406250,63.000000,1.000000
440456.70998718,4464109.53999512,3.13000011,0,133,121,4.000000,29.000000,373229.625000,55.000000,1.000000
440461.49999573,4464105.03000061,2.97000003,0,127,127,5.000000,9.000000,373298.156250,63.000000,1.000000
440456.13000061,4464108.05000488,3.32999992,0,142,112,4.000000,23.000000,373230.812500,63.000000,1.000000
440465.93999817,4464109.53999512,3.98000002,0,170,84,3.000000,19.000000,373173.875000,63.000000,1.000000
440463.57999756,4464110.64000122,4.42999983,0,189,65,3.000000,29.000000,373171.656250,46.000000,1.000000
440465.32999756,4464108.22999756,4.40999985,0,189,65,4.000000,2.000000,373237.531250,100.000000,1.000000
440466.74000122,4464107.11999695,3.83999991,0,164,90,3.000000,27.000000,373171.562500,63.000000,1.000000
440465.93999817,4464109.42999451,3.98000002,0,170,84,3.000000,25.000000,373172.375000,63.000000,1.000000
440462.52000000,4464112.17999451,3.78999996,0,162,92,3.000000,0.000000,373179.562500,63.000000,1.000000
440456.02000000,4464110.33999817,3.01999998,0,129,125,4.000000,27.000000,373229.812500,63.000000,1.000000
440456.74000122,4464109.58999817,3.00999999,0,128,126,4.000000,27.000000,373229.906250,63.000000,1.000000
440455.94999268,4464109.95999329,2.71000004,0,115,139,4.000000,9.000000,373230.218750,63.000000,1.000000
440460.88999512,4464104.95999329,3.00000000,0,128,126,4.000000,29.000000,373230.406250,55.000000,1.000000
440455.82999756,4464109.74000732,2.94000006,0,125,129,4.000000,23.000000,373230.718750,63.000000,1.000000
440460.52999451,4464104.94000427,3.08999991,0,132,122,4.000000,25.000000,373231.218750,63.000000,1.000000
440456.24999573,4464109.80999939,2.75999999,0,118,136,4.000000,30.000000,373232.625000,63.000000,1.000000
440465.06998779,4464109.50999634,4.25000000,0,181,73,4.000000,3.000000,373233.312500,63.000000,1.000000
440465.42998840,4464109.47999756,3.97000003,0,169,85,4.000000,19.000000,373233.406250,63.000000,1.000000
440465.21999695,4464109.42999451,4.09000015,0,174,80,4.000000,14.000000,373234.218750,63.000000,1.000000
440465.35999634,4464104.47000305,4.28000021,0,183,71,4.000000,12.000000,373235.031250,63.000000,1.000000
440465.65999939,4464109.63000671,3.81999993,0,163,91,4.000000,4.000000,373237.031250,56.000000,1.000000
440466.40999939,4464104.53999512,4.15000010,0,177,77,5.000000,20.000000,373303.281250,55.000000,1.000000
440456.53998901,4464108.77000610,3.55999994,0,152,102,3.000000,13.000000,373173.062500,46.000000,1.000000
440461.99999573,4464112.24000732,4.34999990,0,186,68,3.000000,3.000000,373174.562500,63.000000,1.000000
440456.89998962,4464108.56999390,3.96000004,0,169,85,3.000000,14.000000,373176.656250,63.000000,1.000000
440456.96999695,4464108.58999817,3.96000004,0,169,85,3.000000,12.000000,373177.375000,63.000000,1.000000
440457.02999451,4464107.45999329,4.17000008,0,178,76,3.000000,6.000000,373179.062500,63.000000,1.000000
440455.99000122,4464109.02000610,3.58999991,0,154,100,4.000000,25.000000,373230.312500,63.000000,1.000000
440456.46999695,4464110.47000305,4.23000002,0,180,74,4.000000,7.000000,373230.812500,63.000000,1.000000
440456.24000122,4464108.69000427,3.35999990,0,143,111,4.000000,7.000000,373230.812500,63.000000,1.000000
440456.39998962,4464110.14999573,4.30000019,0,183,71,4.000000,21.000000,373231.218750,63.000000,1.000000
440456.22999146,4464108.86999695,3.34999990,0,143,111,4.000000,21.000000,373231.218750,63.000000,1.000000
440456.05999329,4464108.44000427,3.25999999,0,139,115,4.000000,19.000000,373231.718750,63.000000,1.000000
440456.07999756,4464109.02000610,4.05000019,0,173,81,4.000000,1.000000,373232.218750,63.000000,1.000000
440455.70998718,4464109.25000183,2.99000001,0,127,127,4.000000,12.000000,373232.906250,63.000000,1.000000
440456.33999207,4464110.36000244,4.09999990,0,175,79,4.000000,12.000000,373233.000000,63.000000,1.000000
440455.77000000,4464108.08000366,3.11999989,0,133,121,4.000000,10.000000,373233.406250,63.000000,1.000000
440456.10000183,4464109.16000549,4.07999992,0,174,80,4.000000,22.000000,373234.312500,63.000000,1.000000
440461.52999451,4464112.17999451,4.01000023,0,171,83,4.000000,26.000000,373234.406250,63.000000,1.000000
440461.74000122,4464112.13000671,4.21999979,0,180,74,4.000000,18.000000,373236.625000,100.000000,1.000000
440462.35999634,4464102.75999634,7.65999985,73,255,0,4.000000,27.000000,373231.312500,63.000000,1.000000
440462.14998962,4464106.05000488,7.88999987,83,255,0,4.000000,5.000000,373232.531250,63.000000,1.000000
440464.05999329,4464107.95999329,7.98999977,87,255,0,3.000000,1.000000,373174.781250,63.000000,1.000000
440457.11999084,4464110.86999695,5.48000002,0,234,20,3.000000,19.000000,373175.562500,63.000000,1.000000
440460.77999451,4464109.52000610,6.90999985,41,255,0,3.000000,0.000000,373179.875000,63.000000,1.000000
440458.64998962,4464103.92000000,6.65999985,30,255,0,4.000000,30.000000,373233.125000,63.000000,1.000000
440463.07999756,4464109.55000488,6.90999985,41,255,0,4.000000,28.000000,373234.218750,63.000000,1.000000
440463.25999023,4464108.84999268,5.80999994,0,249,5,4.000000,26.000000,373234.906250,63.000000,1.000000
440465.74999573,4464107.08000366,5.48999977,0,235,19,4.000000,24.000000,373236.000000,63.000000,1.000000
