//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Intensity,Classification
440433.65999939,4463978.83000366,4.28000021,0,183,71,5.000000,16.000000,373312.437500,63.000000,1.000000
440435.03998901,4463976.97000305,3.86999989,0,166,88,6.000000,14.000000,373355.593750,1.000000,1.000000
440437.18999817,4463978.03000061,2.28999996,0,97,157,6.000000,3.000000,373355.500000,1.000000,1.000000
440437.56998779,4463978.40000336,3.93000007,0,168,86,5.000000,5.000000,373305.937500,63.000000,1.000000
440437.57999756,4463977.21000092,3.86999989,0,166,88,6.000000,13.000000,373354.093750,1.000000,1.000000
440435.56998779,4463978.50000183,3.02999997,0,129,125,6.000000,3.000000,373355.218750,1.000000,1.000000
440435.66999390,4463977.64000122,1.83000004,0,78,176,6.000000,6.000000,373356.906250,1.000000,1.000000
440437.60999634,4463978.57000153,2.40000010,0,102,152,6.000000,15.000000,373353.812500,0.000000,1.000000
440434.80999329,4463979.11999695,4.36000013,0,186,68,5.000000,12.000000,373308.843750,63.000000,1.000000
440430.88000061,4463976.15999786,4.30999994,0,184,70,6.000000,13.000000,373352.906250,1.000000,1.000000
440437.33999207,4463977.22999756,4.38999987,0,188,66,6.000000,9.000000,373354.593750,0.000000,1.000000
440430.96999695,4463974.04999725,4.38999987,0,188,66,6.000000,14.000000,373354.906250,1.000000,1.000000
440437.55999329,4463976.43999664,3.36999989,0,144,110,6.000000,1.000000,373355.812500,1.000000,1.000000
440436.32999756,4463977.46000092,2.85999990,0,122,132,6.000000,4.000000,373357.312500,0.000000,1.000000
440431.38999512,4463974.35000031,4.21000004,0,180,74,6.000000,13.000000,373353.000000,1.000000,1.000000
440431.58999207,4463974.90999786,3.50000000,0,149,105,6.000000,3.000000,373354.406250,1.000000,1.000000
440438.74000122,4463976.89000122,2.93000007,0,125,129,6.000000,14.000000,373356.312500,1.000000,1.000000
440438.10999634,4463976.83999817,2.91000009,0,124,130,6.000000,26.000000,373356.812500,1.000000,1.000000
440437.74000122,4463975.93000214,3.65000010,0,156,98,6.000000,18.000000,373357.812500,1.000000,1.000000
440438.18999817,4463977.58999817,3.57999992,0,153,101,5.000000,25.000000,373304.750000,63.000000,1.000000
440431.49000122,4463977.36000244,3.29999995,0,141,113,6.000000,15.000000,373352.718750,0.000000,1.000000
440431.10999634,4463977.36999695,1.90999997,0,81,173,6.000000,13.000000,373352.906250,1.000000,1.000000
440431.99000122,4463978.21000092,3.36999989,0,144,110,6.000000,17.000000,373354.718750,1.000000,1.000000
440437.36999084,4463978.26999847,3.35999990,0,143,111,6.000000,23.000000,373354.906250,1.000000,1.000000
440437.18999817,4463977.79999725,3.59999990,0,154,100,6.000000,3.000000,373355.500000,1.000000,1.000000
440437.20998718,4463977.32000153,4.44000006,0,189,65,6.000000,17.000000,373355.718750,1.000000,1.000000
440434.72999146,4463977.39000122,2.94000006,0,125,129,6.000000,28.000000,373355.812500,0.000000,1.000000
440435.33999207,4463977.04999725,3.59999990,0,154,100,6.000000,12.000000,373355.906250,1.000000,1.000000
440437.56998779,4463978.54999725,4.03000021,0,172,82,6.000000,28.000000,373356.312500,1.000000,1.000000
440431.13999512,4463978.35000031,2.16000009,0,92,162,6.000000,2.000000,373356.500000,1.000000,1.000000
