19.5480,22.8560,0.0650,0.0000,5.0000,249.0000,1.0000
19.4280,22.9320,0.6140,0.0000,21.0000,233.0000,1.0000
19.4240,22.9290,0.4140,0.0000,15.0000,239.0000,8.0000
19.4410,22.9570,0.2130,0.0000,9.0000,245.0000,8.0000
19.3920,22.9130,0.9100,0.0000,30.0000,224.0000,1.0000
19.3310,22.8510,0.0650,0.0000,5.0000,249.0000,47.0000
19.4060,23.0050,1.3630,0.0000,44.0000,210.0000,0.0000
19.3860,22.9740,1.1630,0.0000,38.0000,216.0000,9.0000
19.3770,22.9950,1.6420,0.0000,52.0000,202.0000,0.0000
19.3500,23.0240,1.8680,0.0000,59.0000,195.0000,2.0000
19.2810,22.9660,0.7470,0.0000,25.0000,229.0000,2.0000
19.2830,23.0490,0.1190,0.0000,6.0000,248.0000,7.0000
19.4280,23.3110,0.1060,0.0000,6.0000,248.0000,0.0000
19.2570,23.0570,1.4870,0.0000,47.0000,207.0000,0.0000
19.2130,23.2280,0.0250,0.0000,4.0000,250.0000,112.0000
21.0230,23.2440,2.8950,0.0000,88.0000,166.0000,7.0000
21.0350,23.3670,3.2510,0.0000,100.0000,154.0000,9.0000
20.9320,23.4400,2.9920,0.0000,91.0000,163.0000,7.0000
20.9170,23.4840,3.7260,0.0000,113.0000,141.0000,21.0000
21.0810,23.7640,3.7000,0.0000,112.0000,142.0000,11.0000
20.8380,23.4820,3.1840,0.0000,97.0000,157.0000,4.0000
20.9530,23.6550,2.8400,0.0000,87.0000,167.0000,10.0000
20.6180,23.8240,3.2720,0.0000,100.0000,154.0000,6.0000
20.7820,24.1300,3.6200,0.0000,110.0000,144.0000,3.0000
20.7740,24.1200,3.4120,0.0000,104.0000,150.0000,11.0000
20.6480,23.9790,3.5880,0.0000,109.0000,145.0000,67.0000
20.5910,23.8980,2.9440,0.0000,90.0000,164.0000,3.0000
20.6430,24.1560,2.7600,0.0000,85.0000,169.0000,7.0000
20.5980,24.1940,3.7260,0.0000,113.0000,141.0000,25.0000
20.4890,24.0360,2.8060,0.0000,86.0000,168.0000,23.0000
20.7900,24.5310,3.8690,0.0000,118.0000,136.0000,7.0000
20.5650,24.1950,3.1420,0.0000,96.0000,158.0000,8.0000
20.6460,24.4780,2.7350,0.0000,84.0000,170.0000,70.0000
20.4800,24.2500,2.9640,0.0000,91.0000,163.0000,12.0000
20.4720,24.3210,3.5840,0.0000,109.0000,145.0000,17.0000
20.5190,24.3960,3.1720,0.0000,97.0000,157.0000,18.0000
20.5680,24.5860,3.0360,0.0000,93.0000,161.0000,17.0000
20.5170,24.5280,3.4580,0.0000,106.0000,148.0000,3.0000
20.4120,24.4610,2.9920,0.0000,91.0000,163.0000,54.0000
20.3100,24.3080,2.6330,0.0000,81.0000,173.0000,4.0000
20.3840,24.4890,3.6730,0.0000,112.0000,142.0000,1.0000
20.5620,24.7690,2.9140,0.0000,89.0000,165.0000,3.0000
20.3500,24.4800,3.2520,0.0000,100.0000,154.0000,15.0000
20.2730,24.3650,2.8320,0.0000,87.0000,167.0000,28.0000
20.3850,24.5380,2.7960,0.0000,86.0000,168.0000,56.0000
